,method,source,native,parents,p_value,description,intersection_size
11,DT_score_c45,GO:BP,GO:0006091,['GO:0008152'],1.3630338994484281e-15,"""The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances."" [GOC:jl]",16
12,DT_score_c45,GO:BP,GO:0042773,"['GO:0006119', 'GO:0022904']",1.7404608225268512e-15,"""The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP."" [ISBN:0716731363]",11
13,DT_score_c45,GO:BP,GO:0042775,['GO:0042773'],1.7404608225268512e-15,"""The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP, as it occurs in the mitochondrial inner membrane or chloroplast thylakoid membrane."" [GOC:mtg_sensu, ISBN:0716731363]",11
14,DT_score_c45,GO:BP,GO:0009117,['GO:0006753'],2.2291159731487404e-15,"""The chemical reactions and pathways involving a nucleotide, a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic nucleotides (nucleoside cyclic phosphates)."" [GOC:ma]",16
15,DT_score_c45,GO:BP,GO:0042776,"['GO:0006119', 'GO:0015986']",3.513849098091683e-15,"""The chemical reactions and pathways resulting in the formation of ATP driven by transport of protons across a mitochondrial membrane to generate an electrochemical gradient (proton-motive force)."" [GOC:vw]",10
16,DT_score_c45,REAC,REAC:R-HSA-6799198,['REAC:R-HSA-611105'],3.552304561951063e-15,Complex I biogenesis,10
17,DT_score_c45,GO:MF,GO:0009055,['GO:0003674'],4.870082254847373e-15,"""A molecular function representing the directed movement of electrons from one molecular entity to another, typically mediated by electron carriers or acceptors, resulting in the transfer of energy and/or the reduction-oxidation (redox) transformation of chemical species. This activity is fundamental to various biological processes, including cellular respiration and photosynthesis, as well as numerous enzymatic reactions involved in metabolic pathways."" [Wikipedia:Electron_transfer]",11
18,DT_score_c45,GO:BP,GO:0046034,"['GO:0009150', 'GO:0009205']",5.8370260411726986e-15,"""The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator."" [GOC:go_curators]",13
19,DT_score_c45,GO:MF,GO:0022853,"['GO:0015075', 'GO:0015399']",7.21418977441318e-15,"""Enables the transfer of an ion from one side of a membrane to the other up the solute's concentration gradient. This is carried out by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction."" [GOC:mtg_transport, ISBN:0815340729]",11
20,DT_score_c45,GO:BP,GO:0022904,"['GO:0022900', 'GO:0045333']",9.687713311577757e-15,"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."" [GOC:mtg_electron_transport, ISBN:0716720094]",11
21,DT_score_c45,GO:BP,GO:0006163,"['GO:0009117', 'GO:0072521']",1.2515869824269032e-14,"""The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",15
22,DT_score_c45,GO:BP,GO:0015986,['GO:0006754'],1.765139863838904e-14,"""The chemical reactions and pathways resulting in the formation of ATP driven by transport of protons across a membrane to generate an electrochemical gradient (proton-motive force)."" [GOC:vw]",10
23,DT_score_c45,GO:BP,GO:0009205,"['GO:0009144', 'GO:0009199']",2.1630424515762956e-14,"""The chemical reactions and pathways involving purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",13
24,DT_score_c45,CORUM,CORUM:178,['CORUM:0000000'],2.359829041186306e-14,"Respiratory chain complex I (holoenzyme), mitochondrial",10
25,DT_score_c45,GO:BP,GO:0022900,['GO:0006091'],2.739663343210846e-14,"""A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors."" [GOC:mtg_electron_transport]",11
26,DT_score_c45,GO:BP,GO:0009144,['GO:0009141'],3.093393615560851e-14,"""The chemical reactions and pathways involving purine nucleoside triphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",13
27,DT_score_c45,GO:BP,GO:0009199,['GO:0009141'],3.093393615560851e-14,"""The chemical reactions and pathways involving a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",13
28,DT_score_c45,GO:BP,GO:0019637,['GO:0006793'],3.176271830406052e-14,"""The chemical reactions and pathways involving organophosphates, any phosphate-containing organic compound."" [ISBN:0198506732]",19
29,DT_score_c45,WP,WP:WP4324,['WP:000000'],3.491410644256673e-14,Mitochondrial complex I assembly model OXPHOS system,10
30,DT_score_c45,GO:BP,GO:0006120,"['GO:0019646', 'GO:0042775']",4.168776413787992e-14,"""The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation."" [ISBN:0716731363]",9
31,DT_score_c45,REAC,REAC:R-HSA-611105,['REAC:R-HSA-1428517'],5.2008400876122984e-14,Respiratory electron transport,11
32,DT_score_c45,GO:BP,GO:0009141,['GO:0006753'],6.757867192264819e-14,"""The chemical reactions and pathways involving a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",13
33,DT_score_c45,GO:BP,GO:0009060,['GO:0045333'],6.965915030750898e-14,"""The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which requires oxygen as the terminal electron acceptor."" [GOC:das, GOC:jl, ISBN:0140513590]",12
34,DT_score_c45,GO:MF,GO:0016651,['GO:0016491'],7.134251285201063e-14,"""Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor."" [GOC:ai]",10
35,DT_score_c45,GO:BP,GO:0019646,"['GO:0006119', 'GO:0009060', 'GO:0022904']",8.90935216878565e-14,"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to oxygen to generate a transmembrane electrochemical gradient."" [GOC:ai, GOC:mtg_electron_transport]",10
36,DT_score_c45,GO:BP,GO:0019693,"['GO:0006796', 'GO:0019637', 'GO:1901135']",9.803487040441577e-14,"""The chemical reactions and pathways involving ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]",14
37,DT_score_c45,GO:BP,GO:0006119,['GO:0009060'],1.4497135539832167e-13,"""The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis."" [ISBN:0198506732, ISBN:0471331309]",11
38,DT_score_c45,GO:BP,GO:0006754,"['GO:0009152', 'GO:0009206', 'GO:0046034']",2.9233901973659744e-13,"""The chemical reactions and pathways resulting in the formation of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."" [GOC:go_curators, ISBN:0198506732]",10
39,DT_score_c45,GO:MF,GO:0015399,['GO:0022804'],3.627383248015506e-13,"""Enables the transfer of a solute from one side of a membrane to the other, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction and is powered by a primary energy source. Primary energy sources known to be coupled to transport are chemical such as ATP hydrolysis, redox energy and photon energy."" [GOC:mtg_transport, PMID:31613498]",11
40,DT_score_c45,WP,WP:WP111,['WP:000000'],3.731122139123429e-13,Electron transport chain OXPHOS system in mitochondria,11
41,DT_score_c45,GO:BP,GO:0045333,['GO:0015980'],7.470231471482708e-13,"""The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration)."" [GOC:das, ISBN:0140513590, ISBN:0198506732]",12
42,DT_score_c45,GO:BP,GO:0009206,"['GO:0009145', 'GO:0009201', 'GO:0009205']",8.436152948173204e-13,"""The chemical reactions and pathways resulting in the formation of purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",10
43,DT_score_c45,GO:BP,GO:0009145,"['GO:0009142', 'GO:0009144']",9.238890018069557e-13,"""The chemical reactions and pathways resulting in the formation of purine nucleoside triphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",10
44,DT_score_c45,REAC,REAC:R-HSA-1428517,['REAC:R-HSA-1430728'],1.1257350715953002e-12,Aerobic respiration and respiratory electron transport,12
45,DT_score_c45,GO:MF,GO:0015078,"['GO:0008324', 'GO:0022890']",1.2068948345135974e-12,"""Enables the transfer of a proton from one side of a membrane to the other."" [GOC:ai]",11
46,DT_score_c45,GO:BP,GO:0015980,['GO:0006091'],1.2323700387674472e-12,"""The chemical reactions and pathways by which a cell derives energy from organic compounds; results in the oxidation of the compounds from which energy is released."" [GOC:mah]",13
47,DT_score_c45,KEGG,KEGG:00190,['KEGG:00000'],1.2947023896308878e-12,Oxidative phosphorylation,11
48,DT_score_c45,GO:BP,GO:0009201,"['GO:0009142', 'GO:0009199']",1.4377396464165327e-12,"""The chemical reactions and pathways resulting in the formation of a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",10
49,DT_score_c45,GO:BP,GO:0009150,"['GO:0006163', 'GO:0009259']",1.5406477247644335e-12,"""The chemical reactions and pathways involving a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",13
50,DT_score_c45,GO:BP,GO:0046390,"['GO:0019693', 'GO:0090407', 'GO:1901137']",1.8231983463746907e-12,"""The chemical reactions and pathways resulting in the formation of ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]",11
51,DT_score_c45,GO:BP,GO:1902600,"['GO:0098655', 'GO:0098662']",2.770052417280376e-12,"""The directed movement of a proton across a membrane."" [GO_REF:0000069, GOC:pr, GOC:TermGenie]",11
52,DT_score_c45,GO:BP,GO:0009142,"['GO:0009141', 'GO:1901293']",2.8053608744988366e-12,"""The chemical reactions and pathways resulting in the formation of a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",10
53,DT_score_c45,KEGG,KEGG:05415,['KEGG:00000'],3.0904434034410316e-12,Diabetic cardiomyopathy,12
54,DT_score_c45,GO:BP,GO:0009259,"['GO:0009117', 'GO:0019693']",3.2657721808041545e-12,"""The chemical reactions and pathways involving a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",13
55,DT_score_c45,KEGG,KEGG:04932,['KEGG:00000'],6.147589683238443e-12,Non-alcoholic fatty liver disease,11
56,DT_score_c45,WP,WP:WP623,['WP:000000'],7.360393945300356e-12,Oxidative phosphorylation,9
57,DT_score_c45,WP,WP:WP4396,['WP:000000'],2.8853861166178328e-11,Nonalcoholic fatty liver disease,11
58,DT_score_c45,GO:CC,GO:0005739,"['GO:0005737', 'GO:0043231']",3.082356904549265e-11,"""A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."" [GOC:giardia, ISBN:0198506732]",19
59,DT_score_c45,GO:BP,GO:0009152,"['GO:0006164', 'GO:0009150', 'GO:0009260']",3.153187262479397e-11,"""The chemical reactions and pathways resulting in the formation of a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",10
60,DT_score_c45,HP,HP:0030085,['HP:0025454'],3.790962228014293e-11,Abnormal concentration of lactate in the cerebrospinal fluid.,10
61,DT_score_c45,HP,HP:0002490,['HP:0030085'],3.790962228014293e-11,Increased concentration of lactate in the cerebrospinal fluid.,10
62,DT_score_c45,GO:MF,GO:0016491,['GO:0003824'],4.1926992511980674e-11,"""Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."" [EC:1.-.-.-]",15
63,DT_score_c45,GO:BP,GO:0010257,['GO:0065003'],4.7823711201769513e-11,"""The aggregation, arrangement and bonding together of a set of components to form an NADH dehydrogenase complex."" [GOC:sm]",8
64,DT_score_c45,GO:BP,GO:0032981,"['GO:0010257', 'GO:0033108']",4.7823711201769513e-11,"""The aggregation, arrangement and bonding together of a set of components to form mitochondrial respiratory chain complex I."" [GOC:rph]",8
65,DT_score_c45,GO:BP,GO:0009260,"['GO:0009165', 'GO:0009259', 'GO:0046390']",7.769907152985221e-11,"""The chemical reactions and pathways resulting in the formation of a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",10
66,DT_score_c45,GO:BP,GO:0072522,"['GO:0009058', 'GO:0072521']",7.829363394788447e-11,"""The chemical reactions and pathways resulting in the formation of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]",11
67,DT_score_c45,KEGG,KEGG:04723,['KEGG:00000'],1.8753598740034549e-10,Retrograde endocannabinoid signaling,10
68,DT_score_c45,GO:BP,GO:0006164,"['GO:0006163', 'GO:0009165', 'GO:0072522']",1.9689791960501782e-10,"""The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",10
69,DT_score_c45,GO:BP,GO:0044281,['GO:0008152'],3.0268356729721533e-10,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",19
70,DT_score_c45,KEGG,KEGG:05208,['KEGG:00000'],3.323025670779809e-10,Chemical carcinogenesis - reactive oxygen species,11
71,DT_score_c45,GO:CC,GO:0005740,"['GO:0005739', 'GO:0031967']",3.426717244130053e-10,"""The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space."" [GOC:ai, GOC:pz]",14
72,DT_score_c45,CORUM,CORUM:2948,['CORUM:0000000'],3.487186931380396e-10,"Respiratory chain complex I (incomplete intermediate), mitochondrial",6
73,DT_score_c45,GO:CC,GO:0005743,"['GO:0019866', 'GO:0031966']",4.1778069284840823e-10,"""The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."" [GOC:ai]",12
74,DT_score_c45,KEGG,KEGG:04714,['KEGG:00000'],5.649446017229294e-10,Thermogenesis,11
75,DT_score_c45,GO:BP,GO:1901293,"['GO:0006753', 'GO:0034654', 'GO:0090407']",7.017123650185017e-10,"""The chemical reactions and pathways resulting in the formation of a nucleoside phosphate."" [GOC:TermGenie]",11
76,DT_score_c45,GO:BP,GO:0009165,"['GO:0009117', 'GO:1901293']",1.0942786016316076e-09,"""The chemical reactions and pathways resulting in the formation of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates)."" [GOC:go_curators]",10
77,DT_score_c45,GO:CC,GO:0019866,"['GO:0031090', 'GO:0031967']",1.427770189118509e-09,"""The inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites."" [GOC:mah]",12
78,DT_score_c45,GO:BP,GO:1901135,['GO:0008152'],2.3320923479865347e-09,"""The chemical reactions and pathways involving carbohydrate derivative."" [GOC:TermGenie]",15
79,DT_score_c45,KEGG,KEGG:05012,['KEGG:00000'],2.3981953177572376e-09,Parkinson disease,11
80,DT_score_c45,HP,HP:0025454,"['HP:0001939', 'HP:0002921']",2.4169738982736085e-09,Any deviation from the normal range of concentration of a metabolite in the cerebrospinal fluid.,10
81,DT_score_c45,KEGG,KEGG:05020,['KEGG:00000'],3.0558276154884344e-09,Prion disease,11
82,DT_score_c45,GO:CC,GO:0031966,"['GO:0005740', 'GO:0031090']",3.213618441782599e-09,"""Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope."" [GOC:mah, NIF_Subcellular:sao1045389829]",13
83,DT_score_c45,CORUM,CORUM:2920,['CORUM:0000000'],5.983245997066093e-09,Respiratory chain complex I (lambda subunit) mitochondrial,6
84,DT_score_c45,GO:CC,GO:1902495,"['GO:0098796', 'GO:1990351']",6.493969065665891e-09,"""A transmembrane protein complex which enables the transfer of a substance from one side of a membrane to the other."" [GOC:bhm, GOC:TermGenie, PMID:18024586]",11
85,DT_score_c45,KEGG,KEGG:01100,['KEGG:00000'],7.48450951187573e-09,Metabolic pathways,19
86,DT_score_c45,HP,HP:0003128,['HP:0001941'],1.0021702590456933e-08,"An abnormal buildup of lactic acid in the body, leading to acidification of the blood and other bodily fluids.",10
87,DT_score_c45,KEGG,KEGG:05016,['KEGG:00000'],1.0926276552852806e-08,Huntington disease,11
88,DT_score_c45,GO:BP,GO:0033108,"['GO:0007005', 'GO:0065003']",1.122493326582942e-08,"""The aggregation, arrangement and bonding together of a set of components to form a mitochondrial respiratory chain complex or between respiratory chain complexes to form high-order structures."" [GOC:mah]",8
89,DT_score_c45,GO:CC,GO:1990351,['GO:0032991'],1.175975675834067e-08,"""A protein complex facilitating transport of molecules (proteins, small molecules, nucleic acids) into, out of or within a cell, or between cells."" [GOC:bhm, PMID:15449578]",11
90,DT_score_c45,GO:MF,GO:0022804,['GO:0022857'],2.2443826020739353e-08,"""Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction."" [GOC:mtg_transport, ISBN:0815340729]",11
91,DT_score_c45,HP,HP:0001941,['HP:0004360'],2.7882362116443152e-08,Abnormal acid accumulation or depletion of base.,12
92,DT_score_c45,GO:BP,GO:0090407,"['GO:0009058', 'GO:0019637']",5.042335580794886e-08,"""The chemical reactions and pathways resulting in the biosynthesis of deoxyribose phosphate, the phosphorylated sugar 2-deoxy-erythro-pentose."" [GOC:chem_mtg]",12
93,DT_score_c45,HP,HP:0004360,['HP:0012337'],6.531729750119954e-08,"An abnormality of the balance or maintenance of the balance of acids and bases in bodily fluids, resulting in an abnormal pH.",12
94,DT_score_c45,GO:BP,GO:0006796,['GO:0006793'],6.87125735361687e-08,"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]",19
95,DT_score_c45,KEGG,KEGG:05014,['KEGG:00000'],7.019648775939215e-08,Amyotrophic lateral sclerosis,11
96,DT_score_c45,GO:BP,GO:0006793,['GO:0008152'],7.023654193717733e-08,"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus."" [GOC:ai]",19
97,DT_score_c45,KEGG,KEGG:05022,['KEGG:00000'],7.227903737087798e-08,Pathways of neurodegeneration - multiple diseases,12
98,DT_score_c45,REAC,REAC:R-HSA-1430728,['REAC:0000000'],1.0054001341107281e-07,Metabolism,19
99,DT_score_c45,HP,HP:0011923,['HP:0008972'],1.1191945875812741e-07,"A reduction in the activity of the mitochondrial respiratory chain complex I, which is part of the electron transport chain in mitochondria.",8
100,DT_score_c45,KEGG,KEGG:05010,['KEGG:00000'],1.20596238766504e-07,Alzheimer disease,11
101,DT_score_c45,GO:MF,GO:0022890,['GO:0015318'],1.2446331849460243e-07,"""Enables the transfer of inorganic cations from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage."" [GOC:ai, GOC:mtg_transport, ISBN:0815340729]",12
102,DT_score_c45,GO:CC,GO:0031967,"['GO:0043227', 'GO:0043229', 'GO:0110165']",1.5236417537669067e-07,"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]",14
103,DT_score_c45,GO:MF,GO:0008324,['GO:0015075'],2.3071385139144728e-07,"""Enables the transfer of cation from one side of a membrane to the other."" [GOC:dgf, GOC:mtg_transport, ISBN:0815340729]",12
104,DT_score_c45,GO:BP,GO:0007005,['GO:0006996'],6.091181742374119e-07,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a mitochondrion; includes mitochondrial morphogenesis and distribution, and replication of the mitochondrial genome as well as synthesis of new mitochondrial components."" [GOC:dph, GOC:jl, GOC:mah, GOC:sgd_curators, PMID:9786946]",10
105,DT_score_c45,GO:CC,GO:1902494,['GO:0032991'],6.332356443631967e-07,"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]",15
106,DT_score_c45,GO:BP,GO:1901137,"['GO:0009058', 'GO:1901135']",6.609057922452066e-07,"""The chemical reactions and pathways resulting in the formation of carbohydrate derivative."" [GOC:TermGenie]",11
107,DT_score_c45,GO:MF,GO:0015318,['GO:0022857'],8.020545437121528e-07,"""Enables the transfer of an inorganic molecular entity from the outside of a cell to the inside of the cell across a membrane. An inorganic molecular entity is a molecular entity that contains no carbon."" [GOC:mtg_transport, ISBN:0815340729]",12
108,DT_score_c45,GO:MF,GO:0015075,['GO:0022857'],1.3842396179701878e-06,"""Enables the transfer of an ion from one side of a membrane to the other."" [GOC:dgf, GOC:mtg_transport, ISBN:0815340729]",12
109,DT_score_c45,HP,HP:0003287,['HP:0012103'],1.6936396104240176e-06,A functional anomaly of mitochondria.,9
110,DT_score_c45,GO:BP,GO:0098662,['GO:0098660'],2.0185261309971813e-06,"""A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]",12
111,DT_score_c45,HP,HP:0008972,['HP:0011922'],2.3887189130162342e-06,Decreased activity of the mitochondrial respiratory chain.,8
112,DT_score_c45,GO:BP,GO:0098655,"['GO:0006812', 'GO:0034220']",2.7277045518797918e-06,"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]",12
113,DT_score_c45,HP,HP:0011922,['HP:0003287'],2.980106613871615e-06,An increased or decreased activity of the mitochondrial respiratory chain.,8
114,DT_score_c45,HP,HP:0012103,['HP:0011017'],3.799936372460598e-06,"An anomaly of the mitochondrion, the membranous cytoplasmic organelle the interior of which is subdivided by cristae. The mitochondrion is a self replicating organelle that is the site of tissue respiration.",9
115,DT_score_c45,GO:BP,GO:0098660,['GO:0055085'],6.260848872394591e-06,"""The process in which an inorganic ion is transported across a membrane."" [GOC:mah]",12
116,DT_score_c45,HP,HP:0003542,['HP:0010996'],6.82117625545971e-06,The concentration of pyruvate in the blood circulation is above the upper limit of normal.,6
117,DT_score_c45,GO:BP,GO:0034220,"['GO:0006811', 'GO:0055085']",2.0189932067247066e-05,"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]",12
118,DT_score_c45,HP,HP:0025116,['HP:0034059'],2.1450310844961624e-05,"An intrauterine state characterized by suboptimal values in the fetal heart rate, oxygenation of fetal blood, or other parameters indicative of compromise of the fetus. Signs of fetal distress include repetitive variable decelerations, fetal tachycardia or bradycardia, late decelerations, or low biophysical profile.",6
119,DT_score_c45,GO:BP,GO:0006812,['GO:0006811'],2.518469867560349e-05,"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]",12
120,DT_score_c45,GO:CC,GO:0098796,"['GO:0016020', 'GO:0032991']",3.4586886909963335e-05,"""Any protein complex that is part of a membrane."" [GOC:dos]",12
121,DT_score_c45,HP,HP:0012748,['HP:0012747'],3.826070446684817e-05,A lighter than expected T2 signal on magnetic resonance imaging (MRI) of the brainstem. This term refers to a localized hyperintensity affecting a particular region of the brainstem.,5
122,DT_score_c45,HP,HP:0002151,['HP:0001941'],5.661554326953701e-05,Abnormally increased level of blood lactate (2-hydroxypropanoic acid). Lactate is produced from pyruvate by lactate dehydrogenase during normal metabolism. The terms lactate and lactic acid are often used interchangeably but lactate (the component measured in blood) is strictly a weak base whereas lactic acid is the corresponding acid. Lactic acidosis is often used clinically to describe elevated lactate but should be reserved for cases where there is a corresponding acidosis (pH below 7.35).,8
123,DT_score_c45,CORUM,CORUM:2919,['CORUM:0000000'],6.76845989813561e-05,Respiratory chain complex I (gamma subunit) mitochondrial,4
