,Volcano Plot_p
KRT17,1.1482607896049717
KRT80,1.1458936919803868
MCM6,1.1451969401929447
MMP7,1.144664387759448
CRELD2,1.1323681639502665
ZDHHC21,1.1234836716241208
SFN,1.1232967716930369
TSPAN8,1.1230088044171904
C15orf48,1.1212636709219939
FABP7,1.1194637794469424
SEC11C,1.1140498785309623
COL3A1,1.1121819895297917
PDIA4,1.1070672611125696
COL17A1,1.1044874730696026
CCNA2,1.1038402753314869
ALG3,1.098361205005259
TFF3,1.0972177595390897
CDCA2,1.0905761087818062
LDHA,1.0899002811165646
MCM4,1.0893664497316902
NAMPT,1.088847538664624
MAGED1,1.0861599012871006
COL1A1,1.0850678038809438
SPAG5,1.0841886286519868
SFRP2,1.081475006179155
NME1,1.080458387310637
HGD,1.080193478726458
SPP1,1.0769350804763191
MCM3,1.0768548392497839
TUBB2B,1.0763198741623208
PLAU,1.0723293636446656
OAT,1.0572655335983896
PTGS2,1.0526532105585618
IGF2BP1,1.0516879106315642
ERGIC3,1.051302054721158
UGDH,1.0475059859981015
FAM136A,1.046393976463154
BET1L,1.0458547709058972
COL11A1,1.0406280829836134
ANKRD22,1.037646866569643
XDH,1.0341107995613221
GALNT6,1.031623564524755
ALDH18A1,1.0261737803468085
RRM2,1.026173240026461
CD207,1.023328676296796
BAIAP2L1,1.0225394349367685
PKP2,1.0214233547173799
P4HB,1.0121661480240214
CKS1B,1.0116710135413234
SLC25A10,1.0095953140269405
GSDMB,1.0082105115456437
FABP6,1.0057667025570443
SFRP4,1.0051643580768679
SLC35A2,1.0028583560360151
SRPK1,1.002749475432061
BCAS1,1.0019237124545777
CTSE,1.0014820560905706
GNAQ,-1.000202101565489
GAS2L2,-1.0017555218266398
MFAP4,-1.0026183536193238
GYPC,-1.0038651413133381
ABLIM2,-1.0057435136230535
TAMALIN,-1.0058354890282692
PALM,-1.0065487135301914
PRKG1,-1.0085240316461874
ORM2,-1.0093976411022492
SELENOP,-1.0100045856959843
CORO2B,-1.0112131548110126
PCDH17,-1.0124398864560913
C1QTNF7,-1.0124433032338847
MRAS,-1.0135237264943062
F10,-1.0141035181159632
SERPINA3,-1.014463945183239
SPTAN1,-1.0148990960336746
SRPX,-1.0161493217920354
UACA,-1.0170942910250433
EHD4,-1.017688942258447
CCDC181,-1.0198738410496173
SGCG,-1.0202214110724497
NHERF2,-1.02038853484604
SPON1,-1.0216572183823325
CNDP1,-1.022009652066434
SULT1A1,-1.0222529710997486
APOL1,-1.0232750233996504
ART4,-1.0234662153365737
SLC44A2,-1.0245919929083622
F5,-1.0249239438335094
FMO2,-1.0257531423423716
LCAT,-1.0257938577190941
PACRG,-1.025956513688654
AFM,-1.02658459305254
PTPN21,-1.0267971943113796
LAMA3,-1.030572220625628
NES,-1.0308144924132272
ARHGAP44,-1.030866028727181
EPB41L2,-1.0314572010030745
CPN1,-1.03207149119233
AHSG,-1.0354718118236574
PDK4,-1.0354899063786216
APOA4,-1.0367623399423986
CGNL1,-1.0375381845424547
PTPRB,-1.0380572478453935
NME5,-1.0386982100067126
C3,-1.0398562798616016
BLVRB,-1.0405829313370634
PROC,-1.0408635336464958
FBXO7,-1.0433563441278104
LAMB2,-1.0439458410379214
CLIC2,-1.0464270753988831
DACH1,-1.0483477314208483
COL4A1,-1.0492584147228252
CAB39L,-1.0494437614257275
PDE2A,-1.0495097447485007
KANK2,-1.0548478416640834
PDE1C,-1.0559089979154344
RDX,-1.0585494702455183
CLEC3B,-1.0585801372577763
LPA,-1.0590782487062003
CHRDL1,-1.0665256123734865
ADH7,-1.0669722339358614
PLEKHH2,-1.0670755779585654
SPTBN1,-1.0696991360768968
SHE,-1.070488169939062
CRTAC1,-1.0708843427133086
HSD17B13,-1.0722030401954454
SORBS3,-1.072335503805115
GUCY1A2,-1.0733991983709157
NID1,-1.0734834028273694
SFRP1,-1.0745530508490693
HSPB7,-1.076995494602982
PDZD2,-1.0792750801023494
PZP,-1.0828493841354045
NEGR1,-1.0865412044492249
PTPN4,-1.0876275990612192
GIPC2,-1.0876734475987868
PTN,-1.088369430907311
RERG,-1.088937460296239
JAM3,-1.091143491596206
GMPR,-1.097131687014026
SERPINA7,-1.0978144722945962
RGCC,-1.0997103629365457
RFESD,-1.10085874524928
PRG4,-1.101475728474722
FERMT2,-1.1023110615920135
SERPING1,-1.105585825464565
SERPINA1,-1.1075279648795922
PARVA,-1.1078532789474957
S100A10,-1.1080910271079594
EFNB1,-1.1088620281911195
CROCC2,-1.1090130952349486
SORBS2,-1.1121924611929792
PDE5A,-1.1133679143515578
AGT,-1.1136342318535861
SERPINA6,-1.1140261337545638
AGRN,-1.1160731358565408
MASP1,-1.1172552970567773
GRK5,-1.1173244987680915
CYP4B1,-1.1180965865348007
APOC1,-1.1229692308996555
C1orf87,-1.1262867355970052
EDNRB,-1.126584898919553
HPR,-1.1285213585968177
CPA3,-1.1294722588749035
PLAC9,-1.129881102784342
ALDH1A1,-1.1324753790983322
CPN2,-1.1349386753516726
SLC1A1,-1.1350307387016187
POTEF,-1.1363409695632076
SPARCL1,-1.1376964977870452
USHBP1,-1.1380380974572728
TSGA10,-1.1390893957277841
LIMCH1,-1.1393068866864897
ERG,-1.1413359716906333
CNRIP1,-1.1415342705190432
SORBS1,-1.146425851186235
JCAD,-1.1480244716868258
RSPH9,-1.1493544167977678
TBX2,-1.1497295387724398
PON1,-1.149812588212263
ENPEP,-1.151466659639589
MAB21L4,-1.1517147470368647
EPB41,-1.1543215809724896
ITIH4,-1.1553542176973923
MMRN1,-1.1597538463940125
PTPRM,-1.1608426455140908
PEBP4,-1.1624100239447468
APOF,-1.1624208987558342
FGB,-1.1634104427340632
LIMS2,-1.1667696067863922
SPAG6,-1.1681773036397216
SYNPO2,-1.1703193825728113
CCDC68,-1.1720819293430336
RSPH4A,-1.1724585437297028
SERPINF2,-1.1726197618376113
HSPA12A,-1.1733786119956118
PHACTR1,-1.1735479078467883
AKAP12,-1.1745704487505104
ABLIM1,-1.1747384496471878
AOX1,-1.1767406164124923
SERPINA5,-1.1826792740028431
LMOD1,-1.1873209864429275
TNS1,-1.188543275403657
SCEL,-1.1918290692548785
CYBRD1,-1.1927028754818405
COL4A5,-1.1934609050140663
FGG,-1.196190353597396
MYH11,-1.1988585562778895
LUM,-1.2006497751947505
SEC14L4,-1.2011502369649076
TGFBR3,-1.2033271292773318
APOM,-1.205414571397335
ABCA3,-1.206459845886431
ARHGEF15,-1.2095659516826205
EHD1,-1.211569014118332
ARHGEF26,-1.2129639202842621
SPOCK2,-1.2150557302594651
VIPR1,-1.2181421540411366
MASP2,-1.2216857260843321
MME,-1.222401743716083
GDF10,-1.2262346688648804
SH3GL2,-1.232158005318908
GP5,-1.233621239149604
ALB,-1.2346422300081141
COL4A4,-1.2372937373258355
ALOX15,-1.2376247838394432
MYZAP,-1.237948677348505
PALMD,-1.238296579414193
BMPER,-1.2384874709092688
KANK4,-1.2404564185237752
TNR,-1.2440166377119313
PPP1R14A,-1.2476874925629893
RADIL,-1.247936598981761
TUBB1,-1.2495913821960651
DNM3,-1.2517914087167803
PRELP,-1.2539255962109717
YOD1,-1.2540571317658629
F9,-1.2640979668556218
GIMAP8,-1.2648145329074778
TPPP3,-1.2649699992261194
GP1BB,-1.2654862248270242
KIAA0408,-1.2680339758087564
VEPH1,-1.2692275859862248
AHNAK,-1.272563089496326
SERPIND1,-1.2728992040353986
MYL4,-1.2756659774698171
ACE,-1.2780855101262307
CLIC3,-1.2783015384494836
STX11,-1.2815605260863265
APOA1,-1.2935604437058128
APOB,-1.294242706279116
LAMP3,-1.2943993930571844
DCN,-1.2984212038552978
CNN1,-1.3001749328512446
TUB,-1.3003739737216116
PRKG2,-1.3008973450783747
FGA,-1.3030776231896035
ARHGAP6,-1.3059428040984251
SELP,-1.30911100631509
RRAS,-1.3098654308335647
CD109,-1.3103034537809222
DPT,-1.310993291997825
AOC3,-1.312031265533555
MYL11,-1.312696307151642
PECAM1,-1.3138853096486576
PYGM,-1.3143387952590495
SHANK3,-1.3147437999175102
ITIH5,-1.3174372025676873
BCHE,-1.3190693901495754
ADIPOQ,-1.3195169579836052
GP1BA,-1.3204246681330214
PRDX2,-1.320978363284544
CD93,-1.3239754817258256
ESAM,-1.3258239602900679
SPATA18,-1.3325869541726976
VWF,-1.337854271407615
KEL,-1.3387561323407229
ABLIM3,-1.3398330615115324
BGN,-1.3398447519237324
AQP4,-1.3409739801572078
CES1,-1.3431931902667695
TPPP,-1.3456699056769215
PDLIM2,-1.3466909853904385
PI16,-1.3474241334803438
BCAM,-1.351052264419458
ANXA3,-1.3541406484535734
ADH1A,-1.3544548693062306
COL6A5,-1.3647885647742501
CCDC121,-1.3662611216370364
OTC,-1.3712320268219051
NTN4,-1.3763033343632343
NEBL,-1.3796669648922306
RPIA,-1.380241653581173
PALM2AKAP2,-1.3836992475074317
SOD3,-1.3838254779664763
THBD,-1.3924385063477838
SUSD2,-1.392654643021015
CDH13,-1.3931414902841803
A2M,-1.3939440694454035
EML1,-1.3979690186070723
CLEC14A,-1.3991432120415506
BPGM,-1.4031267788504405
VEGFD,-1.404864805082789
ABI3BP,-1.4061203160020712
ITGA2B,-1.409318360545756
SCN7A,-1.4124224501305531
NDRG4,-1.4153375837525877
MMRN2,-1.4244714678079795
ACADL,-1.4342308596944757
TNXB,-1.4361613301967961
TEK,-1.436901689285343
CRYAB,-1.4371300769283506
SBSPON,-1.4373467825187725
SYNM,-1.441181532272801
KRT4,-1.441724251916133
GYPA,-1.4447399927456017
PLCXD3,-1.4457461554309958
FGF2,-1.4554149399398797
TPSAB1,-1.456122747553445
NOSTRIN,-1.463609337161473
PODXL,-1.463827438018828
ADGRL2,-1.4646733257701885
CDH5,-1.466413794596632
CAVIN3,-1.4681416761477655
FCN3,-1.4807693142389653
HBG2,-1.488008290813129
TNNC1,-1.495491762326111
ACP5,-1.4975298677405984
DNAAF1,-1.503595109357242
GSTM5,-1.5046785532283091
RASIP1,-1.5256000538823722
ADD2,-1.5305851828593642
JAM2,-1.5368288825710055
PLLP,-1.5389725607183102
CCDC85A,-1.5452911167505847
LDB3,-1.5493170243412926
TMEM100,-1.5502481528917345
PKLR,-1.5536033741381103
RAMP2,-1.5587131909239065
GPD1,-1.5658969257123425
INTU,-1.5661109991099416
HBG1,-1.5683213038791528
PGM5,-1.5687356088865947
MYO1C,-1.571155526469687
APOC3,-1.5719346410410866
ABCA8,-1.5736807542627957
SPTB,-1.5745167795684998
HSPB6,-1.5843985273298173
CD34,-1.586853972928163
OLFML3,-1.5888638692400394
SCGB1A1,-1.5906662181418902
DMTN,-1.6027173515481417
MYOZ1,-1.604678717655429
PLIN4,-1.606102327199215
SFTPC,-1.6139659994319113
SCUBE1,-1.6198088776152866
SLCO2A1,-1.6295089190408374
TMOD1,-1.6306123861762358
RAMP3,-1.6356424043894657
PRF1,-1.6357012495052798
IL33,-1.6438669539552924
MYL3,-1.6460699288263716
CA3,-1.6465467699072933
AHSP,-1.6472736144832991
ASPA,-1.6531157801134606
ANK1,-1.6823513408784208
PPBP,-1.6854882083542306
EHD3,-1.6962566131535597
EPB42,-1.697120635621904
FHL5,-1.7066642144132047
HBM,-1.7085440578746998
HBQ1,-1.7192188950406422
CLDN18,-1.7199302439247808
ANXA8L1,-1.7203658176757413
ACTN2,-1.7337148302098775
LYVE1,-1.7435396987706309
GPM6A,-1.7439708974920827
INMT,-1.7451826418758094
KANK3,-1.7485094029124963
GPRC5A,-1.7649512112894437
DES,-1.775499222615504
ADH1C,-1.7790494114700786
CALCRL,-1.7818883250984927
SNCA,-1.7830632997432756
APOA2,-1.7921852641073974
CCBE1,-1.7961650253363024
SLC6A4,-1.8288096773498899
SLC4A1,-1.8321255833205068
RBP2,-1.8322700754308088
FABP4,-1.8592535032855513
COL6A6,-1.8594735515878846
GNG11,-1.8699088993544573
HSPA12B,-1.8709446202311066
SPTA1,-1.8709719476411348
MYL1,-1.8806506538791723
PF4,-1.8812430183028686
FHL1,-1.9594885834140956
HBE1,-1.9726307861647348
OGN,-1.9939389073505405
S100A3,-1.9949572319919453
ADH1B,-2.0062378000023475
RHAG,-2.027455173362993
AGER,-2.0542348125397867
CD36,-2.0604493776768016
CAV2,-2.0622355148313147
HBZ,-2.0624279823544582
ADIRF,-2.0659520921394714
RTKN2,-2.08271716735993
EHD2,-2.089536980531467
STXBP6,-2.091526640476721
CAVIN1,-2.0988570260419195
OLFML1,-2.1163878589355707
HBD,-2.1387835858399087
CLIC5,-2.213046854370406
CAV1,-2.226258660330201
CAVIN2,-2.2456669269699363
EMCN,-2.331138164884155
PRX,-2.3760851242711367
ITLN1,-2.4335837813131724
CA4,-2.4434914637908767
