,method,source,native,parents,p_value,description,intersection_size
17,DT_score_c45,GO:MF,GO:0003955,['GO:0016655'],8.877739939045245e-12,"""Catalysis of the reaction: NAD(P)H + H+ + a quinone = NAD(P)+ + a hydroquinone."" [EC:1.6.5.2]",10
18,DT_score_c45,GO:CC,GO:0070469,"['GO:0016020', 'GO:0110165']",1.0150927555558566e-11,"""The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."" [GOC:ecd, GOC:mah, ISBN:0198547684, Wikipedia:Respirasome]",12
19,DT_score_c45,GO:BP,GO:0042776,"['GO:0006119', 'GO:0015986']",2.066736909865297e-11,"""The transport of protons across a mitochondrial membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis."" [GOC:mtg_sensu, ISBN:0716731363]",11
20,DT_score_c45,GO:BP,GO:0009150,"['GO:0006163', 'GO:0009259']",3.067902400875914e-11,"""The chemical reactions and pathways involving a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",20
21,DT_score_c45,GO:BP,GO:0006120,"['GO:0019646', 'GO:0042775']",6.327596409081324e-11,"""The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation."" [ISBN:0716731363]",10
22,DT_score_c45,GO:BP,GO:0009259,"['GO:0009117', 'GO:0019693']",7.234882012349063e-11,"""The chemical reactions and pathways involving a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",20
23,DT_score_c45,WP,WP:WP4324,['WP:000000'],8.391101343994944e-11,Mitochondrial complex I assembly model OXPHOS system,11
24,DT_score_c45,REAC,REAC:R-HSA-6799198,['REAC:R-HSA-611105'],1.1045146975269474e-10,Complex I biogenesis,11
25,DT_score_c45,GO:MF,GO:0016655,['GO:0016651'],1.1458049711329774e-10,"""Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a quinone or a similar acceptor molecule."" [GOC:ai]",10
26,DT_score_c45,GO:BP,GO:0015986,['GO:0006754'],1.2341668323346395e-10,"""The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis."" [ISBN:0716731363]",11
27,DT_score_c45,GO:BP,GO:0019693,"['GO:0006796', 'GO:0019637', 'GO:1901135']",1.2522911514415403e-10,"""The chemical reactions and pathways involving ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]",20
28,DT_score_c45,GO:CC,GO:1990204,['GO:1902494'],1.8524151053992835e-10,"""Any protein complex that possesses oxidoreductase activity."" [GOC:bhm, PMID:18982432]",12
29,DT_score_c45,WP,WP:WP623,['WP:000000'],1.8827578135461477e-10,Oxidative phosphorylation,11
30,DT_score_c45,GO:MF,GO:0015453,['GO:0015399'],5.401593193354362e-10,"""Primary active transport of a solute across a membrane, driven by exothermic flow of electrons from a reduced substrate to an oxidized substrate. Primary active transport is catalysis of the transport of a solute across a membrane, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction and is driven by a primary energy source."" [GOC:mtg_transport, ISBN:0815340729, TC:3.D.-.-.-]",10
31,DT_score_c45,GO:BP,GO:0009117,['GO:0006753'],6.728791692637907e-10,"""The chemical reactions and pathways involving a nucleotide, a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic nucleotides (nucleoside cyclic phosphates)."" [GOC:ma]",21
32,DT_score_c45,GO:BP,GO:0055086,"['GO:0006139', 'GO:0044281']",7.16869423138779e-10,"""The cellular chemical reactions and pathways involving a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide."" [GOC:vw]",22
33,DT_score_c45,GO:BP,GO:0006163,"['GO:0009117', 'GO:0072521']",8.606432693159002e-10,"""The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",20
34,DT_score_c45,GO:BP,GO:0006753,"['GO:0006796', 'GO:0019637', 'GO:0055086']",8.678615740482138e-10,"""The chemical reactions and pathways involving any phosphorylated nucleoside."" [GOC:mah]",21
35,DT_score_c45,GO:CC,GO:0098800,"['GO:0005743', 'GO:0098796', 'GO:0098798']",2.1402070916654823e-09,"""Any protein complex that is part of the inner mitochondrial membrane."" [GOC:dos]",12
36,DT_score_c45,GO:BP,GO:0072521,"['GO:0006725', 'GO:0034641', 'GO:0046483', 'GO:1901360', 'GO:1901564']",2.262270012307032e-09,"""The chemical reactions and pathways involving a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]",20
37,DT_score_c45,GO:BP,GO:0006754,"['GO:0009152', 'GO:0009206', 'GO:0046034']",2.998505648146472e-09,"""The chemical reactions and pathways resulting in the formation of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."" [GOC:go_curators, ISBN:0198506732]",11
38,DT_score_c45,GO:MF,GO:0009055,['GO:0003674'],6.565457796135987e-09,"""A molecular function representing the directed movement of electrons from one molecular entity to another, typically mediated by electron carriers or acceptors, resulting in the transfer of energy and/or the reduction-oxidation (redox) transformation of chemical species. This activity is fundamental to various biological processes, including cellular respiration and photosynthesis, as well as numerous enzymatic reactions involved in metabolic pathways."" [Wikipedia:Electron_transfer]",11
39,DT_score_c45,GO:CC,GO:0016020,['GO:0110165'],7.963660574239115e-09,"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]",76
40,DT_score_c45,GO:BP,GO:0009206,"['GO:0009145', 'GO:0009201', 'GO:0009205']",9.392871412329215e-09,"""The chemical reactions and pathways resulting in the formation of purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",11
41,DT_score_c45,GO:BP,GO:0009145,"['GO:0009142', 'GO:0009144']",1.0357390660669223e-08,"""The chemical reactions and pathways resulting in the formation of purine nucleoside triphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",11
42,DT_score_c45,GO:MF,GO:0016651,['GO:0016491'],1.0589347258270174e-08,"""Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor."" [GOC:ai]",10
43,DT_score_c45,GO:BP,GO:0009201,"['GO:0009142', 'GO:0009199']",1.6657367041942057e-08,"""The chemical reactions and pathways resulting in the formation of a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",11
44,DT_score_c45,GO:BP,GO:0010257,['GO:0065003'],2.6973389788300703e-08,"""The aggregation, arrangement and bonding together of a set of components to form an NADH dehydrogenase complex."" [GOC:sm]",9
45,DT_score_c45,GO:BP,GO:0032981,"['GO:0010257', 'GO:0033108']",2.6973389788300703e-08,"""The aggregation, arrangement and bonding together of a set of components to form mitochondrial respiratory chain complex I."" [GOC:rph]",9
46,DT_score_c45,GO:BP,GO:0019646,"['GO:0006119', 'GO:0009060', 'GO:0022904']",3.0645361429501403e-08,"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to oxygen to generate a transmembrane electrochemical gradient."" [GOC:ai, GOC:mtg_electron_transport]",10
47,DT_score_c45,GO:BP,GO:0009142,"['GO:0009141', 'GO:1901293']",3.4112803324560376e-08,"""The chemical reactions and pathways resulting in the formation of a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",11
48,DT_score_c45,KEGG,KEGG:00190,['KEGG:00000'],5.688723216050926e-08,Oxidative phosphorylation,12
49,DT_score_c45,KEGG,KEGG:05415,['KEGG:00000'],5.7039954540534563e-08,Diabetic cardiomyopathy,14
50,DT_score_c45,GO:BP,GO:0042775,['GO:0042773'],7.140609868229955e-08,"""The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP, as it occurs in the mitochondrial inner membrane or chloroplast thylakoid membrane."" [GOC:mtg_sensu, ISBN:0716731363]",10
51,DT_score_c45,GO:BP,GO:0042773,"['GO:0006119', 'GO:0022904']",7.140609868229955e-08,"""The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP."" [ISBN:0716731363]",10
52,DT_score_c45,REAC,REAC:R-HSA-611105,['REAC:R-HSA-163200'],9.077062239819547e-08,Respiratory electron transport,11
53,DT_score_c45,KEGG,KEGG:01100,['KEGG:00000'],9.192177939750743e-08,Metabolic pathways,35
54,DT_score_c45,GO:CC,GO:0031090,"['GO:0016020', 'GO:0043227']",1.3515002108916667e-07,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",43
55,DT_score_c45,GO:BP,GO:0006119,['GO:0009060'],1.4509821047662897e-07,"""The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis."" [ISBN:0198506732, ISBN:0471331309]",11
56,DT_score_c45,GO:MF,GO:0003824,['GO:0003674'],1.506524403259187e-07,"""Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."" [GOC:vw, ISBN:0198506732]",58
57,DT_score_c45,KEGG,KEGG:04723,['KEGG:00000'],1.800595499298277e-07,Retrograde endocannabinoid signaling,12
58,DT_score_c45,KEGG,KEGG:05208,['KEGG:00000'],1.8553518983399435e-07,Chemical carcinogenesis - reactive oxygen species,14
59,DT_score_c45,GO:BP,GO:0009060,['GO:0045333'],2.2983583217121312e-07,"""The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which requires oxygen as the terminal electron acceptor."" [GOC:das, GOC:jl, ISBN:0140513590]",12
60,DT_score_c45,KEGG,KEGG:04932,['KEGG:00000'],2.8431357709017316e-07,Non-alcoholic fatty liver disease,12
61,DT_score_c45,GO:MF,GO:0015399,['GO:0022804'],3.550422500799427e-07,"""Enables the transfer of a solute from one side of a membrane to the other, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction and is powered by a primary energy source. Primary energy sources known to be coupled to transport are chemical such as ATP hydrolysis, redox energy and photon energy."" [GOC:mtg_transport, PMID:31613498]",11
62,DT_score_c45,GO:BP,GO:0019637,"['GO:0006793', 'GO:0071704']",4.1911093966331877e-07,"""The chemical reactions and pathways involving organophosphates, any phosphate-containing organic compound."" [ISBN:0198506732]",23
63,DT_score_c45,WP,WP:WP4396,['WP:000000'],4.6879862375042963e-07,Nonalcoholic fatty liver disease,12
64,DT_score_c45,GO:BP,GO:0022904,"['GO:0022900', 'GO:0045333']",5.237273446502557e-07,"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."" [GOC:mtg_electron_transport, ISBN:0716720094]",10
65,DT_score_c45,GO:BP,GO:0009152,"['GO:0006164', 'GO:0009150', 'GO:0009260']",7.073372828703268e-07,"""The chemical reactions and pathways resulting in the formation of a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",12
66,DT_score_c45,REAC,REAC:R-HSA-163200,['REAC:R-HSA-1428517'],8.772030066300109e-07,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",11
67,DT_score_c45,GO:BP,GO:0015980,['GO:0006091'],9.07275669370991e-07,"""The chemical reactions and pathways by which a cell derives energy from organic compounds; results in the oxidation of the compounds from which energy is released."" [GOC:mah]",14
68,DT_score_c45,GO:CC,GO:0031982,['GO:0043227'],9.230406242158133e-07,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",43
69,DT_score_c45,GO:BP,GO:0022900,['GO:0006091'],1.099206026177547e-06,"""A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors."" [GOC:mtg_electron_transport]",11
70,DT_score_c45,REAC,REAC:R-HSA-1430728,['REAC:0000000'],1.1634717743564737e-06,Metabolism,39
71,DT_score_c45,GO:BP,GO:1901135,['GO:0071704'],1.1965279633835746e-06,"""The chemical reactions and pathways involving carbohydrate derivative."" [GOC:TermGenie]",23
72,DT_score_c45,GO:CC,GO:0005737,"['GO:0005622', 'GO:0110165']",1.2650198347744464e-06,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",82
73,DT_score_c45,GO:BP,GO:0009260,"['GO:0009165', 'GO:0009259', 'GO:0046390']",1.5285094372755833e-06,"""The chemical reactions and pathways resulting in the formation of a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",12
74,DT_score_c45,WP,WP:WP111,['WP:000000'],1.5287648752219676e-06,Electron transport chain OXPHOS system in mitochondria,10
75,DT_score_c45,GO:BP,GO:0046390,"['GO:0019693', 'GO:0090407', 'GO:1901137']",2.1494828294906195e-06,"""The chemical reactions and pathways resulting in the formation of ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]",12
76,DT_score_c45,GO:CC,GO:0031966,"['GO:0005740', 'GO:0031090']",2.562219391295548e-06,"""Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope."" [GOC:mah, NIF_Subcellular:sao1045389829]",18
77,DT_score_c45,GO:BP,GO:0033108,"['GO:0007005', 'GO:0065003']",2.686862422538334e-06,"""The aggregation, arrangement and bonding together of a set of components to form a mitochondrial respiratory chain complex."" [GOC:mah]",9
78,DT_score_c45,GO:BP,GO:0045333,['GO:0015980'],2.8541158780772195e-06,"""The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration)."" [GOC:das, ISBN:0140513590, ISBN:0198506732]",12
79,DT_score_c45,GO:CC,GO:0098798,"['GO:0005739', 'GO:0032991']",3.2002378788026173e-06,"""A protein complex that is part of a mitochondrion."" [GOC:dos]",12
80,DT_score_c45,WP,WP:WP4018,['WP:000000'],3.785718247002767e-06,Clear cell renal cell carcinoma pathways,9
81,DT_score_c45,GO:BP,GO:0006164,"['GO:0006163', 'GO:0009165', 'GO:0072522']",5.142251512378375e-06,"""The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",12
82,DT_score_c45,GO:CC,GO:0005740,"['GO:0005739', 'GO:0031967']",6.512483752451133e-06,"""The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space."" [GOC:ai, GOC:pz]",18
83,DT_score_c45,GO:BP,GO:0072522,"['GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:0072521', 'GO:1901362', 'GO:1901566']",7.584095726139359e-06,"""The chemical reactions and pathways resulting in the formation of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]",12
84,DT_score_c45,GO:BP,GO:0006793,['GO:0044237'],1.1052384087548294e-05,"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus, usually in the form of a phosphate group (PO4)."" [GOC:ai]",34
85,DT_score_c45,GO:BP,GO:0043436,['GO:0006082'],1.2028032785456252e-05,"""The chemical reactions and pathways involving any oxoacid; an oxoacid is a compound which contains oxygen, at least one other element, and at least one hydrogen bound to oxygen, and which produces a conjugate base by loss of positive hydrogen ion(s) (hydrons)."" [Wikipedia:Oxyacid]",20
86,DT_score_c45,GO:BP,GO:0006082,"['GO:0044237', 'GO:0044281', 'GO:0071704']",1.3424255139292215e-05,"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",20
87,DT_score_c45,KEGG,KEGG:05012,['KEGG:00000'],1.544071983174547e-05,Parkinson disease,13
88,DT_score_c45,GO:CC,GO:0005743,"['GO:0019866', 'GO:0031966']",1.6826684095867798e-05,"""The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."" [GOC:ai]",14
89,DT_score_c45,KEGG,KEGG:04066,['KEGG:00000'],1.83919766819065e-05,HIF-1 signaling pathway,9
90,DT_score_c45,KEGG,KEGG:05020,['KEGG:00000'],2.001468805946368e-05,Prion disease,13
91,DT_score_c45,GO:BP,GO:0009165,"['GO:0009117', 'GO:1901293']",2.4170111561025812e-05,"""The chemical reactions and pathways resulting in the formation of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates)."" [GOC:go_curators]",12
92,DT_score_c45,CORUM,CORUM:2920,['CORUM:0000000'],2.4514030106314552e-05,Respiratory chain complex I (lambda subunit) mitochondrial,5
93,DT_score_c45,GO:CC,GO:0005615,"['GO:0005576', 'GO:0110165']",2.50312318092447e-05,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",36
94,DT_score_c45,GO:BP,GO:1901293,"['GO:0006753', 'GO:0034654', 'GO:0090407']",2.6057631812227565e-05,"""The chemical reactions and pathways resulting in the formation of a nucleoside phosphate."" [GOC:TermGenie]",12
95,DT_score_c45,KEGG,KEGG:04714,['KEGG:00000'],2.7370363925739293e-05,Thermogenesis,12
96,DT_score_c45,GO:MF,GO:0022804,['GO:0022857'],2.767763513037718e-05,"""Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction."" [GOC:mtg_transport, ISBN:0815340729]",14
97,DT_score_c45,REAC,REAC:R-HSA-1428517,['REAC:R-HSA-1430728'],2.8509251636351795e-05,The citric acid (TCA) cycle and respiratory electron transport,11
98,DT_score_c45,HP,HP:0007704,['HP:0012547'],3.0982259022742216e-05,"Sudden-onset episode of abnormal, involuntary eye movements.",7
99,DT_score_c45,GO:BP,GO:0006796,['GO:0006793'],3.41512008790484e-05,"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]",33
100,DT_score_c45,GO:BP,GO:0019752,['GO:0043436'],4.7810737326798885e-05,"""The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]",19
101,DT_score_c45,GO:CC,GO:0005576,['GO:0110165'],4.809235616990084e-05,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",41
102,DT_score_c45,GO:CC,GO:0019866,"['GO:0031090', 'GO:0031967']",5.98716347178713e-05,"""The inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites."" [GOC:mah]",14
103,DT_score_c45,HP,HP:0025116,['HP:0034059'],6.759992792658224e-05,"An intrauterine state characterized by suboptimal values in the fetal heart rate, oxygenation of fetal blood, or other parameters indicative of compromise of the fetus. Signs of fetal distress include repetitive variable decelerations, fetal tachycardia or bradycardia, late decelerations, or low biophysical profile.",8
104,DT_score_c45,GO:MF,GO:0046979,['GO:0046977'],7.895462990800158e-05,"""Binding to the TAP2 subunit of TAP (transporter associated with antigen processing) protein."" [PMID:11133832]",3
105,DT_score_c45,GO:CC,GO:0070062,"['GO:0005615', 'GO:1903561']",8.304196247892758e-05,"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",27
106,DT_score_c45,GO:CC,GO:1903561,"['GO:0031982', 'GO:0065010']",0.0001041373642391832,"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]",27
107,DT_score_c45,GO:CC,GO:0043230,"['GO:0005576', 'GO:0043226']",0.00010511609584439819,"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]",27
108,DT_score_c45,GO:CC,GO:0065010,"['GO:0043227', 'GO:0043230']",0.00010511609584439819,"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]",27
109,DT_score_c45,GO:BP,GO:0030388,"['GO:0006796', 'GO:0019637', 'GO:1901135']",0.00012017072619554627,"""The chemical reactions and pathways involving fructose 1,6-bisphosphate, also known as FBP. The D enantiomer is a metabolic intermediate in glycolysis and gluconeogenesis."" [ISBN:0198506732]",4
110,DT_score_c45,HPA,HPA:0271131,['HPA:0270000'],0.0001363671151416164,kidney; distal tubules[≥Low],19
111,DT_score_c45,GO:CC,GO:0098796,"['GO:0016020', 'GO:0032991']",0.00019577975284390057,"""Any protein complex that is part of a membrane."" [GOC:dos]",21
112,DT_score_c45,HP,HP:0002490,['HP:0030085'],0.00021486525409993812,Increased concentration of lactate in the cerebrospinal fluid.,9
113,DT_score_c45,HP,HP:0030085,['HP:0025454'],0.00021486525409993812,Abnormal concentration of lactate in the cerebrospinal fluid.,9
114,DT_score_c45,WP,WP:WP534,['WP:000000'],0.00023782980362375446,Glycolysis and gluconeogenesis,6
115,DT_score_c45,GO:CC,GO:0031967,"['GO:0031975', 'GO:0043227', 'GO:0043229']",0.0002504999311795632,"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]",20
116,DT_score_c45,GO:CC,GO:0031975,['GO:0110165'],0.0002504999311795632,"""A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers."" [GOC:mah, GOC:pz]",20
117,DT_score_c45,CORUM,CORUM:2948,['CORUM:0000000'],0.00027804593921693934,"Respiratory chain complex I (incomplete intermediate), mitochondrial",4
