,Volcano Plot_p
CELA3A,-1.3184558100118076
SELENBP1,-1.3202911526382766
VIP,-1.3257834807179965
ITIH5,-1.3291321897069774
LPP,-1.333747659805684
CCDC9B,-1.339511682110554
ACTN1,-1.3423650468289317
HSD11B2,-1.3437388965896895
COL6A2,-1.3475479319674875
MYO1C,-1.349372275911173
SFRP1,-1.3577035963817647
ANGPT2,-1.3633899260737785
FABP1,-1.3650081234221747
COL14A1,-1.3684996008830492
SLC4A4,-1.3738319801029657
COL2A1,-1.3771169370528624
COL6A1,-1.3816833847463939
FABP4,-1.387234919159023
BCAM,-1.3889449783822951
PDLIM3,-1.3896027980948429
TUBB2A,-1.3951415859153655
PARVA,-1.395860721120938
PALLD,-1.3976652368609814
CHL1,-1.4040890549210816
DHRS9,-1.4045194540054844
VAT1L,-1.4067094216960916
HSPB1,-1.4073103856445406
CD34,-1.4098530643509457
PTBP2,-1.4139784655954137
VCL,-1.4166013156873791
LUM,-1.4192187637996523
HAPLN1,-1.4274480922086799
LAMA5,-1.4314425515062081
CMA1,-1.4331462474467243
UGT1A10,-1.442320625565638
BAG2,-1.4426520846155995
JPH2,-1.4437044338793197
MATN2,-1.4498849761193287
MAP6,-1.4518423921435384
CAMK2G,-1.4587018008364683
SLC26A2,-1.4594708035409387
ELN,-1.460585090154059
DTNA,-1.4655195752207515
TGFB1I1,-1.4662847617085686
PRELP,-1.4694611017845338
GSTM3,-1.4731013737853391
THBS4,-1.4822865563577707
FUCA1,-1.4848618323160367
TNS1,-1.4917823388539575
TMOD1,-1.4999605153293658
FCGBP,-1.5014857199379752
TPPP3,-1.5044391386067715
SNCA,-1.5068725823471052
CD81,-1.5070375955546513
PYY,-1.5121912946350675
DSTN,-1.5126225871770644
KANK2,-1.5133376881769165
MFAP5,-1.5201018920728455
MAOB,-1.52291867040995
ANK2,-1.5236412878704557
AKR1B10,-1.5258094155986301
POTEF,-1.5291360696390364
HSPB7,-1.5316888306068068
CAV2,-1.5321268875984113
PTGS1,-1.537929903043523
CAVIN3,-1.5424090634393095
FILIP1,-1.54352974309073
RRAS,-1.5443655529705853
SRPX,-1.552106701579423
DPT,-1.576054001205468
ITGA7,-1.5769379020242322
DMD,-1.5837540583893857
FERMT2,-1.5891866592692125
NIBAN1,-1.5892837208004729
GUCA2A,-1.5908942593652549
ITGA5,-1.5976721746403828
OLFML1,-1.5980668273723984
POTEI,-1.6001462163512017
APCS,-1.6107951744239029
C17orf58,-1.615130213307721
UGT2A3,-1.6163098089010233
HSPA2,-1.6168960387258975
LAMB2,-1.6179250110331092
JCHAIN,-1.6205748461859795
FAM110D,-1.6261082934771975
CALD1,-1.6272895636435034
CCDC121,-1.6274317688236926
MCAM,-1.6303525342854575
SYN1,-1.6307082675917628
MYL6,-1.648662483234017
TNXB,-1.6492435885405017
BCHE,-1.6560889163866404
ITLN1,-1.6612768896268004
CLCA1,-1.6742499431465077
CLCA4,-1.677434315555245
IGHA2,-1.6851483559154954
SLC26A3,-1.6966335728678248
PYGM,-1.7002534560011788
SCN7A,-1.7017562343528232
CA4,-1.7041108377658232
CPA3,-1.7093635611560916
INA,-1.7216878470392423
CAP2,-1.7340547715665415
ACTG2,-1.7431580181480504
SORBS1,-1.756923317808625
UCHL1,-1.7647464467888858
MSRB3,-1.7670031780206588
PDLIM7,-1.775174355708971
ATP1A2,-1.7930118743068324
GSTM2,-1.8049586636101256
EML1,-1.8069745406415094
AQP8,-1.807286750976845
TUBB2B,-1.8089594076594107
ATP2B4,-1.8217564884953779
PLP1,-1.8348576899489744
AOC3,-1.8427899185803713
LIMS2,-1.8530700714199078
SNCG,-1.8575666586336241
LYVE1,-1.8601347224267035
ALDH1A1,-1.860858511661876
FLNA,-1.8618406343332554
SORBS2,-1.8748688822372555
S100B,-1.8796336035817778
CADM3,-1.8941955831307848
ABI3BP,-1.89562311063305
L1CAM,-1.8998070543110963
NEGR1,-1.9067569398773558
WNT2B,-1.90993663516527
SCG2,-1.9323906735489618
SMPX,-1.9419486499818424
CAVIN1,-1.943660784408476
SLMAP,-1.9465876404879203
HSPB8,-1.950174144480635
CKB,-1.9567718719707783
ABCA8,-1.9617979951747808
TMEM35A,-1.961982319311035
DCN,-1.9638106921982235
ADH1C,-1.9745668853029787
PLIN4,-1.9779463884014281
TPPP,-1.979448500985776
PTN,-1.9887620980283678
LDB3,-1.9944055997313455
TPM1,-2.0060059248064306
EHD2,-2.006621086684369
PPP1R12B,-2.035076957424104
CAV1,-2.0384412849048292
CRYAB,-2.0448884323918435
TUBB4A,-2.0611872318794124
LMOD1,-2.06577060956655
UGT2B17,-2.074540137575234
GNAO1,-2.0761041334847024
SYN2,-2.081146446404292
SMTN,-2.082929760481627
COL28A1,-2.0987984612201127
PRPH,-2.100061909260246
SYNPO2,-2.1120047345088926
NCAM1,-2.1293126065747643
MYL9,-2.1314004392473946
DNAJB5,-2.1379046310691487
FLNC,-2.1415859144912157
MYLK,-2.149753162477964
SCGN,-2.152764452102276
COL21A1,-2.1536003768329346
TAGLN,-2.158064806472435
PPP1R14A,-2.1666169470124257
CAVIN2,-2.1792394603875906
CSRP1,-2.1970636966351944
CFL2,-2.236753651382203
MPZ,-2.2444825172805576
ZG16,-2.256385382575822
LPAR1,-2.2719827298625153
PGM5,-2.2850800021573847
DDN,-2.3134105157810207
SYNM,-2.3674911124496347
TPM2,-2.377817876378185
FOXF1,-2.3950091640578313
CNN1,-2.474064914759856
ADH1B,-2.4743208603644673
GAP43,-2.474886492549284
DZANK1,-2.482772292655029
DES,-2.4858335205393685
MYH11,-2.4977192730250803
CHGA,-2.510506106429378
FHL1,-2.5157964306096825
HSPB6,-2.5159854145331635
GCG,-2.5477612934715683
OGN,-2.5534431379505036
