,method,source,native,parents,p_value,description,intersection_size
33,DT_score_c45,HPA,HPA:0590000,['HPA:0000000'],0.0015725888399328945,thyroid gland,68
34,DT_score_c45,HPA,HPA:0590051,['HPA:0590000'],0.0015725888399328945,thyroid gland; glandular cells[≥Low],68
35,DT_score_c45,GO:MF,GO:0044877,['GO:0005488'],0.0016620459526897914,"""Binding to a macromolecular complex."" [GOC:jl]",24
36,DT_score_c45,HPA,HPA:0620222,['HPA:0620221'],0.0016822851395455825,vagina; squamous epithelial cells[≥Medium],48
37,DT_score_c45,GO:CC,GO:0030684,['GO:1990904'],0.002067016115001443,"""Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed during ribosome biogenesis."" [PMID:10567516]",6
38,DT_score_c45,HPA,HPA:0050051,['HPA:0050000'],0.002109083423406678,breast; glandular cells[≥Low],66
39,DT_score_c45,HPA,HPA:0301362,['HPA:0301361'],0.002198618515947388,lung; alveolar cells type I[≥Medium],19
40,DT_score_c45,HPA,HPA:0050000,['HPA:0000000'],0.0023053687256498964,breast,68
41,DT_score_c45,HPA,HPA:0600221,['HPA:0600000'],0.002307097530045611,tonsil; squamous epithelial cells[≥Low],65
42,DT_score_c45,GO:MF,GO:0003676,['GO:0097159'],0.0023937607062121894,"""Binding to a nucleic acid."" [GOC:jl]",48
43,DT_score_c45,HPA,HPA:0320000,['HPA:0000000'],0.0024904676876613785,nasopharynx,68
44,DT_score_c45,HPA,HPA:0500651,['HPA:0500000'],0.0025348222510748614,soft tissue 1; fibroblasts[≥Low],49
45,DT_score_c45,HPA,HPA:0241101,['HPA:0240000'],0.0026066848601617805,heart muscle; cardiomyocytes[≥Low],63
46,DT_score_c45,HPA,HPA:0240000,['HPA:0000000'],0.0026066848601617805,heart muscle,63
47,DT_score_c45,GO:MF,GO:0042393,['GO:0005515'],0.00261515748957218,"""Binding to a histone, any of a group of water-soluble proteins found in association with the DNA of eukaryotic or archaeal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in gene regulation and DNA replication. They may be chemically modified (methylated, acetlyated and others) to regulate gene transcription."" [GOC:jl, PMID:16209651, PMID:30212449, PMID:9305837]",9
48,DT_score_c45,HPA,HPA:0510652,['HPA:0510651'],0.0027726191944441284,soft tissue 2; fibroblasts[≥Medium],36
49,DT_score_c45,HPA,HPA:0460202,['HPA:0460201'],0.003356445606814899,skin 1; endothelial cells[≥Medium],15
50,DT_score_c45,HPA,HPA:0570813,['HPA:0570812'],0.0035043094569927593,testis; spermatogonia cells[High],25
51,DT_score_c45,HPA,HPA:0340000,['HPA:0000000'],0.0035455997846860336,ovary,57
52,DT_score_c45,HPA,HPA:0490000,['HPA:0000000'],0.004217091543202424,smooth muscle,57
53,DT_score_c45,HPA,HPA:0490691,['HPA:0490000'],0.004217091543202424,smooth muscle; smooth muscle cells[≥Low],57
54,DT_score_c45,GO:BP,GO:0006413,"['GO:0006412', 'GO:0044237']",0.004325511540201945,"""The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA."" [ISBN:019879276X]",7
55,DT_score_c45,HPA,HPA:0170000,['HPA:0000000'],0.004328688253687791,endometrium 2,66
56,DT_score_c45,HPA,HPA:0220000,['HPA:0000000'],0.004685047454563656,gallbladder,70
57,DT_score_c45,HPA,HPA:0220051,['HPA:0220000'],0.004685047454563656,gallbladder; glandular cells[≥Low],70
58,DT_score_c45,GO:CC,GO:0016590,['GO:0031010'],0.005021169955496165,"""An ISWI complex that contains an ATPase subunit of the ISWI family (SNF2H in mammals, Isw2 in S. cerevisiae), an ACF1 homolog, and generally no other subunits, though Xenopus is an exception with a third non-conserved subunit. ACF plays roles in regulation of RNA polymerase II transcription and in DNA replication and repair."" [GOC:bf, GOC:krc, PMID:12192034, PMID:15284901, PMID:16568949, PMID:21810179]",2
59,DT_score_c45,HPA,HPA:0480000,['HPA:0000000'],0.005249008524232612,small intestine,71
60,DT_score_c45,HPA,HPA:0080000,['HPA:0000000'],0.005947850370572543,caudate,66
61,DT_score_c45,HPA,HPA:0320102,['HPA:0320101'],0.0059913217472991834,nasopharynx; respiratory epithelial cells[≥Medium],52
62,DT_score_c45,HPA,HPA:0100000,['HPA:0000000'],0.006285524329813453,cerebral cortex,72
63,DT_score_c45,HPA,HPA:0600431,['HPA:0600000'],0.006759157160596999,tonsil; germinal center cells[≥Low],60
64,DT_score_c45,TF,TF:M11531_1,['TF:M11531'],0.006929884542542665,Factor: E2F-2; motif: GCGCGCGCGYW; match class: 1,83
65,DT_score_c45,GO:MF,GO:0140640,['GO:0003824'],0.006947178787480978,"""Catalytic activity that acts to modify a nucleic acid."" [GOC:pg]",13
66,DT_score_c45,KEGG,KEGG:03082,['KEGG:00000'],0.007394256245381304,ATP-dependent chromatin remodeling,6
67,DT_score_c45,GO:CC,GO:0031010,['GO:0070603'],0.007510139306082666,"""Any nuclear protein complex that contains an ATPase subunit of the imitation switch (ISWI) family. ISWI ATPases are involved in assembling chromatin and in sliding and spacing nucleosomes to regulate transcription of nuclear RNA polymerases I, II, and III and also DNA replication, recombination and repair."" [GOC:krc, GOC:mah, PMID:15020051, PMID:15284901, PMID:16568949, PMID:21810179]",3
68,DT_score_c45,HPA,HPA:0461391,['HPA:0460000'],0.007545826662739834,skin 1; cells in basal layer[≥Low],18
69,DT_score_c45,HPA,HPA:0300201,['HPA:0300000'],0.007725288461945731,lung; endothelial cells[≥Low],17
70,DT_score_c45,HPA,HPA:0461461,['HPA:0460000'],0.007729540376761193,skin 1; langerhans cells[≥Low],16
71,DT_score_c45,HPA,HPA:0250000,['HPA:0000000'],0.0077403682608220975,hippocampus,65
72,DT_score_c45,HPA,HPA:0270361,['HPA:0270000'],0.009043072324341256,kidney; cells in tubules[≥Low],66
73,DT_score_c45,KEGG,KEGG:03040,['KEGG:00000'],0.009053570774293274,Spliceosome,7
74,DT_score_c45,HPA,HPA:0190223,['HPA:0190222'],0.00912708806255127,esophagus; squamous epithelial cells[High],26
75,DT_score_c45,HPA,HPA:0400000,['HPA:0000000'],0.01014696661866072,rectum,71
76,DT_score_c45,HPA,HPA:0461462,['HPA:0461461'],0.01090375502218288,skin 1; langerhans cells[≥Medium],14
77,DT_score_c45,GO:MF,GO:0005515,['GO:0005488'],0.011055945484448576,"""Binding to a protein."" [GOC:go_curators]",89
78,DT_score_c45,HPA,HPA:0630221,['HPA:0630000'],0.012073263862513284,cervix; squamous epithelial cells[≥Low],56
79,DT_score_c45,HPA,HPA:0471462,['HPA:0471461'],0.012128719040933409,skin 2; langerhans cells[≥Medium],15
80,DT_score_c45,HPA,HPA:0461421,['HPA:0460000'],0.013311201856866597,skin 1; eccrine glands[≥Low],9
81,DT_score_c45,HPA,HPA:0461412,['HPA:0461411'],0.014144450913076135,skin 1; cells in spinous layer[≥Medium],14
82,DT_score_c45,HPA,HPA:0010011,['HPA:0010000'],0.014591987557987022,adipose tissue; adipocytes[≥Low],45
83,DT_score_c45,HPA,HPA:0010000,['HPA:0000000'],0.014591987557987022,adipose tissue,45
84,DT_score_c45,HPA,HPA:0461411,['HPA:0460000'],0.01586796900281056,skin 1; cells in spinous layer[≥Low],16
85,DT_score_c45,GO:CC,GO:0070603,"['GO:0000785', 'GO:0140513', 'GO:1904949']",0.01593439604870659,"""A protein complex that contains an ortholog of the Saccharomyces ATPase Swi2/Snf2 as one of the catalytic subunit components (ATPase) and mediates assembly of nucleosomes, changes to the spacing or structure of nucleosomes, or some combination of those activities in a manner that requires ATP."" [GOC:bhm, GOC:krc, GOC:mah, PMID:16155938]",5
86,DT_score_c45,GO:BP,GO:0002181,['GO:0006412'],0.016092995668396032,"""The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."" [GOC:hjd]",7
87,DT_score_c45,HPA,HPA:0050091,['HPA:0050000'],0.017240008414133888,breast; myoepithelial cells[≥Low],57
88,DT_score_c45,HPA,HPA:0471412,['HPA:0471411'],0.017313351387667743,skin 2; cells in spinous layer[≥Medium],15
89,DT_score_c45,HPA,HPA:0460203,['HPA:0460202'],0.017566881593107483,skin 1; endothelial cells[High],10
90,DT_score_c45,GO:CC,GO:0071005,"['GO:0005684', 'GO:0071011']",0.017767770379107036,"""A spliceosomal complex that is formed by the recruitment of the preassembled U4/U6.U5 tri-snRNP to the prespliceosome. Although all 5 snRNPs are present, the precatalytic spliceosome is catalytically inactive. The precatalytic spliceosome includes many proteins in addition to those found in the U1, U2 and U4/U6.U5 snRNPs."" [GOC:ab, GOC:krc, GOC:mah, PMID:18322460, PMID:19239890]",4
91,DT_score_c45,HPA,HPA:0130201,['HPA:0130000'],0.01825737503669862,colon; endothelial cells[≥Low],57
92,DT_score_c45,HPA,HPA:0570732,['HPA:0570731'],0.01862788725740279,testis; Leydig cells[≥Medium],55
93,DT_score_c45,HPA,HPA:0630222,['HPA:0630221'],0.020542476034770534,cervix; squamous epithelial cells[≥Medium],43
94,DT_score_c45,GO:CC,GO:0071011,['GO:0005681'],0.020748324489368523,"""A spliceosomal complex that is formed by the recruitment of a preassembled U5-containing tri-snRNP to the prespliceosome. Although all 5 snRNPs are present, the precatalytic spliceosome is catalytically inactive. The precatalytic spliceosome includes many proteins in addition to those found in the associated snRNPs."" [GOC:ab, GOC:krc, GOC:mah, PMID:18322460, PMID:19239890]",4
95,DT_score_c45,HPA,HPA:0050052,['HPA:0050051'],0.021730871417415462,breast; glandular cells[≥Medium],53
96,DT_score_c45,HPA,HPA:0461442,['HPA:0461441'],0.0224836323163532,skin 1; fibrohistiocytic cells[≥Medium],15
97,DT_score_c45,HPA,HPA:0471411,['HPA:0470000'],0.023165014109663852,skin 2; cells in spinous layer[≥Low],17
98,DT_score_c45,HPA,HPA:0340462,['HPA:0340461'],0.023320467292694724,ovary; ovarian stroma cells[≥Medium],29
99,DT_score_c45,HPA,HPA:0471461,['HPA:0470000'],0.02472163518534446,skin 2; langerhans cells[≥Low],16
100,DT_score_c45,HPA,HPA:0490692,['HPA:0490691'],0.025104614703601983,smooth muscle; smooth muscle cells[≥Medium],38
101,DT_score_c45,HPA,HPA:0210052,['HPA:0210051'],0.02511939164460044,fallopian tube; glandular cells[≥Medium],50
102,DT_score_c45,HPA,HPA:0330223,['HPA:0330222'],0.02552930148216584,oral mucosa; squamous epithelial cells[High],20
103,DT_score_c45,HPA,HPA:0570801,['HPA:0570000'],0.026584778753075508,testis; sertoli cells[≥Low],33
104,DT_score_c45,HPA,HPA:0461441,['HPA:0460000'],0.028175893135171895,skin 1; fibrohistiocytic cells[≥Low],17
105,DT_score_c45,MIRNA,MIRNA:hsa-miR-6826-3p,['MIRNA:000000'],0.028437016570461916,hsa-miR-6826-3p,7
106,DT_score_c45,HPA,HPA:0050092,['HPA:0050091'],0.02886715474509786,breast; myoepithelial cells[≥Medium],43
107,DT_score_c45,GO:BP,GO:0032502,['GO:0008150'],0.028985755547884216,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",49
108,DT_score_c45,GO:CC,GO:0008623,['GO:0031010'],0.02995639472361336,"""An ISWI complex that contains an ATPase subunit of the ISWI family (SNF2H in mammals, Isw2 in S. cerevisiae), an ACF1 homolog, and additional small histone fold subunits (generally two of these, but Xenopus has only one and some additional non-conserved subunits). CHRAC plays roles in the regulation of RNA polymerase II transcription and in DNA replication and repair."" [GOC:bf, GOC:krc, PMID:15284901, PMID:16568949, PMID:21810179, PMID:9252192]",2
109,DT_score_c45,GO:MF,GO:0000049,['GO:0003723'],0.031135614252157252,"""Binding to a transfer RNA."" [GOC:ai]",5
110,DT_score_c45,HPA,HPA:0250131,['HPA:0250000'],0.03153929347880314,hippocampus; neuronal cells[≥Low],60
111,DT_score_c45,MIRNA,MIRNA:hsa-miR-16-5p,['MIRNA:000000'],0.03311072637526305,hsa-miR-16-5p,23
112,DT_score_c45,HPA,HPA:0020051,['HPA:0020000'],0.03495195539199993,adrenal gland; glandular cells[≥Low],67
113,DT_score_c45,GO:CC,GO:0005634,['GO:0043231'],0.036085896074220795,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",62
114,DT_score_c45,HPA,HPA:0020000,['HPA:0000000'],0.03650044296897862,adrenal gland,67
115,DT_score_c45,GO:MF,GO:0097159,['GO:0005488'],0.03681797070056278,"""Binding to an organic cyclic compound, any molecular entity that contains carbon arranged in a cyclic molecular structure."" [GOC:sjw, PMID:7583672]",56
116,DT_score_c45,HPA,HPA:0480051,['HPA:0480000'],0.03796954568723441,small intestine; glandular cells[≥Low],65
117,DT_score_c45,HPA,HPA:0320101,['HPA:0320000'],0.038259051832974476,nasopharynx; respiratory epithelial cells[≥Low],57
118,DT_score_c45,HPA,HPA:0300202,['HPA:0300201'],0.03892327057525888,lung; endothelial cells[≥Medium],14
119,DT_score_c45,HPA,HPA:0550000,['HPA:0000000'],0.03895711358707791,stomach 2,68
120,DT_score_c45,HPA,HPA:0550051,['HPA:0550000'],0.03895711358707791,stomach 2; glandular cells[≥Low],68
121,DT_score_c45,HPA,HPA:0130202,['HPA:0130201'],0.045137103074882175,colon; endothelial cells[≥Medium],42
122,DT_score_c45,GO:BP,GO:0098911,"['GO:0086004', 'GO:0086005', 'GO:0098901']",0.04618977120196396,"""Any process that modulates the frequency, rate or extent of action potential creation, propagation or termination in a ventricular cardiac muscle cell contributing to the regulation of its contraction. This typically occurs via modulation of the activity or expression of voltage-gated ion channels."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",3
123,DT_score_c45,TF,TF:M11531,['TF:M00000'],0.04761094534872531,Factor: E2F-2; motif: GCGCGCGCGYW,85
124,DT_score_c45,HPA,HPA:0380513,['HPA:0380512'],0.049468252568459145,placenta; decidual cells[High],20
125,DT_score_c45,GO:CC,GO:0005850,"['GO:0005737', 'GO:0032991']",0.04978580991993143,"""Complex of three heterogeneous polypeptide chains, that form a ternary complex with initiator methionyl-tRNA and GTP. This ternary complex binds to free 40S subunit, which subsequently binds the 5' end of mRNA."" [PMID:10216940]",2
126,DT_score_c45,GO:CC,GO:0005642,"['GO:0016020', 'GO:0042175']",0.04978580991993143,"""Stacks of endoplasmic reticulum (ER) membranes containing a high density of nuclear pores, thought to form from excess nuclear membrane components, that have been described in a number of different cells. Annulate lamellar membranes are continuous with and embedded within the ER."" [PMID:12631728]",2
127,DT_score_c45,HPA,HPA:0570783,['HPA:0570782'],0.049797480933204526,testis; preleptotene spermatocytes[High],15
128,DT_score_c45,CORUM,CORUM:550,['CORUM:0000000'],0.049819487390687735,NOS3-CAV1-NOSTRIN complex,2
129,DT_score_c45,CORUM,CORUM:94,['CORUM:0000000'],0.049819487390687735,SNF2H-BAZ1A complex,2
130,DT_score_c45,CORUM,CORUM:925,['CORUM:0000000'],0.049819487390687735,SNF2H-BAZ1A complex,2
131,RandomForest_gini,GO:BP,GO:0110053,"['GO:0007015', 'GO:0032956', 'GO:1902903']",8.631437906579008e-12,"""Any process that modulates the frequency, rate or extent of actin filament organization."" [GOC:kmv]",17
132,RandomForest_gini,GO:BP,GO:0007010,['GO:0006996'],1.1078599081855265e-11,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]",33
133,RandomForest_gini,GO:CC,GO:0070161,['GO:0030054'],1.4618448179199506e-11,"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",25
134,RandomForest_gini,GO:BP,GO:1902903,"['GO:0051128', 'GO:0097435']",1.4687166822731717e-11,"""Any process that modulates the frequency, rate or extent of supramolecular fiber organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]",19
135,RandomForest_gini,GO:BP,GO:0030036,"['GO:0007010', 'GO:0030029']",1.6057874818903004e-11,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",24
136,RandomForest_gini,GO:BP,GO:0030029,['GO:0009987'],2.1748671869346898e-11,"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]",25
137,RandomForest_gini,GO:BP,GO:0051493,"['GO:0007010', 'GO:0033043']",2.2328339017097358e-11,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]",21
138,RandomForest_gini,GO:BP,GO:0007015,"['GO:0030036', 'GO:0097435']",3.5841946010762616e-11,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]",20
139,RandomForest_gini,GO:BP,GO:0032970,"['GO:0030029', 'GO:0050794']",1.5172241545457005e-10,"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."" [GOC:mah]",18
140,RandomForest_gini,GO:BP,GO:0032956,"['GO:0030036', 'GO:0032970', 'GO:0051493']",3.016856034087704e-10,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]",17
141,RandomForest_gini,GO:BP,GO:0051494,"['GO:0007010', 'GO:0010639', 'GO:0051493']",8.376458165030021e-10,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]",13
142,RandomForest_gini,GO:BP,GO:1902904,"['GO:0051129', 'GO:0097435', 'GO:1902903']",9.825618566403718e-10,"""Any process that stops, prevents or reduces the frequency, rate or extent of fibril organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]",13
143,RandomForest_gini,GO:CC,GO:0030054,['GO:0110165'],4.210354534405737e-09,"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]",34
144,RandomForest_gini,GO:BP,GO:0044087,"['GO:0044085', 'GO:0050794']",1.110892827727172e-08,"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",24
145,RandomForest_gini,GO:BP,GO:0097435,['GO:0016043'],3.522095608983357e-08,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:pr]",22
146,RandomForest_gini,GO:BP,GO:0006996,['GO:0016043'],6.770309132739256e-08,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",44
147,RandomForest_gini,GO:CC,GO:0015629,['GO:0005856'],1.6747220569007214e-07,"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]",16
148,RandomForest_gini,GO:CC,GO:0005737,"['GO:0005622', 'GO:0110165']",2.3334123333602408e-07,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",81
149,RandomForest_gini,GO:BP,GO:0051017,"['GO:0022607', 'GO:0061572']",3.0585740055828085e-07,"""The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness."" [GOC:ai]",11
150,RandomForest_gini,GO:BP,GO:0061572,['GO:0007015'],3.7461582274281887e-07,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of an actin filament bundle."" [GOC:dph]",11
151,RandomForest_gini,GO:MF,GO:0045296,['GO:0050839'],5.988109557085883e-07,"""Binding to cadherin, a type I membrane protein involved in cell adhesion."" [GOC:bf]",14
152,RandomForest_gini,GO:BP,GO:0010639,"['GO:0006996', 'GO:0033043', 'GO:0051129']",1.8893775441694559e-06,"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]",14
153,RandomForest_gini,GO:BP,GO:0032231,"['GO:0044087', 'GO:0051017', 'GO:0110053']",2.139301610715504e-06,"""Any process that modulates the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]",9
154,RandomForest_gini,GO:BP,GO:0030038,['GO:0051017'],3.012002644828756e-06,"""Assembly of actin filament bundles in which the filaments are loosely packed (approximately 30-60 nm apart) and arranged with opposing polarities; the loose packing allows myosin (usually myosin-II) to enter the bundle."" [GOC:mah, ISBN:0815316194]",9
155,RandomForest_gini,GO:BP,GO:0043149,"['GO:0030038', 'GO:0031032']",3.012002644828756e-06,"""The aggregation, arrangement and bonding together of a set of components to form a stress fiber. A stress fiber is a contractile actin filament bundle that consists of short actin filaments with alternating polarity."" [GOC:go_curators, GOC:mah, PMID:16651381]",9
156,RandomForest_gini,GO:BP,GO:0033043,"['GO:0006996', 'GO:0051128']",3.2603425711257445e-06,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",23
157,RandomForest_gini,GO:BP,GO:0051128,"['GO:0016043', 'GO:0050794']",4.47589371521911e-06,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",33
158,RandomForest_gini,GO:BP,GO:0031032,['GO:0030036'],4.667254649047554e-06,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]",11
159,RandomForest_gini,HPA,HPA:0100203,['HPA:0100202'],5.344162694145359e-06,cerebral cortex; endothelial cells[High],16
160,RandomForest_gini,GO:BP,GO:0032272,"['GO:0031333', 'GO:0032271', 'GO:0051258']",6.546815879724598e-06,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]",8
