,Volcano Plot_p
BPGM,-1.1590788243832344
PRKAR2B,-1.159150385128112
MRC1,-1.1592868018532658
PROS1,-1.1604816299654104
KIAA1210,-1.1616103375614308
RHAG,-1.1653264713609632
CPN1,-1.1656506279332315
F13A1,-1.1687544358991084
IGHG2,-1.1687922505467891
YOD1,-1.169451892406205
MTHFSD,-1.176659209417553
ESAM,-1.176784274240446
RSPH1,-1.1792088702868209
FBN1,-1.1821326563842642
TSKU,-1.1831229326018662
PLG,-1.1897063218087205
APOC4,-1.1925232301503932
PZP,-1.1926235423425868
FERMT2,-1.1946986040565413
PKIG,-1.1972086193183167
AGT,-1.2019849981239386
GGT5,-1.2069299618371632
ITPR1,-1.2072979981806187
COL4A3,-1.2076448668958244
CDKN2C,-1.2091312123088132
IGLV1-44,-1.2094421686999792
MTSS2,-1.2099258589715014
CYBRD1,-1.21470525660629
RERG,-1.2181525800701578
ABCA3,-1.2237692073917357
SGCB,-1.2243338442848597
IGLV2-8,-1.224411280059093
CYGB,-1.2336731733459916
APOC3,-1.2381983953812712
CD5L,-1.2391615416035586
SGCD,-1.2445814304816394
CD44,-1.2453787006121613
HPX,-1.2460910938835386
OPHN1,-1.2471873966925218
AHSG,-1.2522785853876983
HBQ1,-1.2562435579215703
NT5E,-1.2574353909008955
SELL,-1.2575647992811494
IGFBP5,-1.2575906661345553
MRAS,-1.259631085500199
HBD,-1.2610452799754286
JAM3,-1.2611514101042154
VTN,-1.2617299601603122
IGHV6-1,-1.265311927567319
TMEM176B,-1.2671718053093401
MBL2,-1.2692409029713436
IGLV2-14,-1.270183771195751
CAP2,-1.271304241634271
CNRIP1,-1.2717609599159754
PROCR,-1.2732888563232907
IGLV9-49,-1.273573420708019
PRG3,-1.2810307731815356
ELANE,-1.2849032205309137
LPP,-1.286027107080979
GP1BA,-1.2928419224867365
MYL9,-1.2949618558291545
TSGA10,-1.2960749098383992
LAMA5,-1.2972925111526676
CPN2,-1.2974400943406832
COL6A6,-1.303784766700465
FGB,-1.3042655558507514
TGM2,-1.3047959802186362
LCAT,-1.3049617306406536
SERPINA7,-1.305486954961811
LTBP1,-1.3087448036841052
HSPA12B,-1.310669269959872
PF4,-1.3111624657658214
KANK3,-1.3184438878976266
FXYD1,-1.3217224246786543
IGKJ4,-1.3225518125766722
F13B,-1.3241221962263872
PPP1R14A,-1.3279404360665774
MGP,-1.3306402012140075
VWF,-1.3321463861574636
F10,-1.3334375971028245
IGHV5-10-1,-1.335720025732419
PROC,-1.3420396958994802
IGHM,-1.3451897024375696
ENTPD1,-1.3464903201153278
PDLIM7,-1.3476465190360343
COL6A2,-1.3490293937273403
CNTFR,-1.3511498107244764
AFM,-1.3513886691921388
NES,-1.3556350568275142
APOB,-1.3557695564817929
SSC5D,-1.3611838008736048
SPEG,-1.3623123198881122
CRISP3,-1.3633283028129504
EGFL7,-1.3659678112953118
AMBP,-1.3670990738711057
TMOD2,-1.3680295620317786
RRAS,-1.3711185488025384
SERPINA6,-1.3721744219371874
GNAI1,-1.3727727938945145
ADGRA2,-1.3740121458719228
FBLN2,-1.374740118334842
SYNC,-1.3753848340835206
NIBAN1,-1.3768811315975804
LAMA4,-1.3771761091593617
GNG11,-1.3777326796328697
CAB39L,-1.3805870002413592
CDH5,-1.3814186278213516
COL6A1,-1.3821091157593257
IGHV5-51,-1.3861626544902665
PODN,-1.3876278133186204
SELENOP,-1.3900057258383511
PADI4,-1.3907467434230691
APOA4,-1.395654149721153
COL4A2,-1.3984380467413218
COL4A1,-1.3989042037244055
STOM,-1.4016161301130854
SERPINF2,-1.4047333416283116
MAP3K20,-1.4058564791364287
PJA2,-1.4069140430648488
LRG1,-1.407469425700426
IGLV4-60,-1.4085084290712575
ADAMTSL4,-1.411058922195148
CHRDL1,-1.4159093994939145
RETN,-1.4175413907308305
EMILIN3,-1.4179576152910616
HAAO,-1.4236937010475053
A2M,-1.4301672888935413
FGA,-1.435188710546176
EPB41,-1.43539635485835
GSTM2,-1.4374438145865758
CACNA2D1,-1.4389451513725788
IGHG3,-1.4411238032600573
IGLV2-18,-1.4526957395854798
CFD,-1.4529482658256625
IGHV4-28,-1.4546978379706745
F5,-1.4567583617587037
IGLL1,-1.4588228575476812
HP,-1.4618898170634083
ACTG2,-1.469258276090399
CKB,-1.4753197921997396
ARG1,-1.4801134865839563
XYLT1,-1.4815877503280825
LPA,-1.4822634379029216
IGHD,-1.482646301242975
ITGA2B,-1.484701900583268
MMP9,-1.4913223132718247
TNS2,-1.500608052456558
GPT,-1.5019516125955217
SBSPON,-1.5055690206494798
LAMC1,-1.5133483755249677
FMN1,-1.5147222721638451
CROCC2,-1.5165537410357088
CFHR1,-1.5176740758624505
IGLV4-69,-1.528266697494265
AZGP1,-1.5292976098638087
IGHG1,-1.5354696958616405
IGHV3-7,-1.5383010941568995
TPPP3,-1.5421462024534334
CSRP1,-1.5439133013237838
KANK2,-1.5453083941884356
SAA1,-1.5554429162564622
IGHG4,-1.5568669081696669
APOC1,-1.5592261223584092
HBM,-1.5615422970911652
AOX1,-1.5622033914978721
NID1,-1.5701867633664532
HBG2,-1.5778873965115887
FETUB,-1.5788175119868995
PLVAP,-1.580968027288402
TPPP,-1.5815433172481022
NDRG2,-1.5827958582335238
FMO3,-1.583748733258332
SNCA,-1.584849648741965
MAOB,-1.5856558914139223
KIFC3,-1.5881992920803465
PLPP3,-1.5905792307871287
OLFML3,-1.5964105197047738
FGF2,-1.5977025437616925
SERPIND1,-1.5977196534554716
FBLN7,-1.611738902866697
JCHAIN,-1.615972588704015
S100A12,-1.6196843979794477
TFAP2E,-1.6266978223380737
ALDH1A1,-1.6294012826280937
ADIRF,-1.6309700103362257
MLF1,-1.638025426119713
TNS1,-1.6416608368988537
IGKV3D-20,-1.6447965221166436
COL5A3,-1.6460060932783998
ACKR1,-1.6690267672202328
ACSL1,-1.6715468853319706
DCAF12L1,-1.6725316707176932
THSD7A,-1.6786009305016487
MYLK,-1.6801535194682182
ALDH1A2,-1.6958368001707127
IGHA2,-1.7238375050759196
MCAM,-1.726197842900462
LPAR1,-1.735389189045035
IGLL5,-1.740922019001129
PHLPP1,-1.7431551495972082
RASIP1,-1.743302791746525
APOD,-1.7491882009019004
LIMS2,-1.7492132237528264
SLC4A1,-1.75197042353252
COL15A1,-1.752034572883957
ASPA,-1.7580631609971589
TAGLN,-1.7602032166260921
CD248,-1.7621603632772018
RBP7,-1.7728952191691605
ANGPT2,-1.7754909197599913
IL33,-1.7824386249279642
SPTB,-1.7824902550463841
SMTN,-1.7929984429219972
IGLV8-61,-1.7954176572676028
BPI,-1.7991806160730561
HBZ,-1.7992699367146736
POTEF,-1.8084569134557782
MAOA,-1.816754227988728
CAMP,-1.8240013690206436
RECK,-1.8356768383868205
MMRN1,-1.8423569579887895
COL16A1,-1.8632679817794167
SPTA1,-1.8730655124000775
EMCN,-1.8820723589790098
IGLC7,-1.8893373293518876
SRPX,-1.9030288077682638
NEGR1,-1.9072542775597268
GYPA,-1.9078663072747832
ACACB,-1.92017415217701
TINAGL1,-1.9243438684648613
MRGPRF,-1.9280750401875737
BCHE,-1.941488404655323
PKP1,-1.9419104400963216
SPATA18,-1.9447346091572024
CAVIN3,-1.94505178992131
EPB42,-1.9535848860258365
ADH1C,-1.9717693208634548
HSPB8,-1.9722307241241739
COL14A1,-1.9746710845759494
SLMAP,-1.9809909784506692
ABCA8,-1.9843375900445166
CES1,-1.9923266523920093
TNFAIP8L3,-2.000276473525051
SLC16A7,-2.0128381128452695
JPH2,-2.0162324004738568
AHSP,-2.0167768087806763
CBFA2T2,-2.0185260395403843
SORBS1,-2.022516333134913
HES1,-2.030576072324593
CAV2,-2.048223948032718
AOC3,-2.0512918780964857
TPM1,-2.051358609366617
LAMB2,-2.083450278658537
ADIPOQ,-2.111340554727562
ALDH1L1,-2.1133192069719633
PI16,-2.1286297491728794
MFAP5,-2.136077557406997
COX7A1,-2.154200159054971
PLAC9,-2.159198105292065
ITGA7,-2.165171488443097
CAVIN2,-2.177928243725244
CD36,-2.184560333512036
CAVIN1,-2.1876344997337
MYO1C,-2.1887710418875406
PLIN1,-2.19021378466476
C11orf96,-2.2054244713153937
EHD2,-2.2188765470209137
PPP1R12B,-2.22201797472108
OLFML1,-2.2376288940893247
TRARG1,-2.253080916270559
PACRG,-2.2598178333251706
LAMA2,-2.276682311279674
STEAP4,-2.313278060798587
ANK1,-2.3157398203461783
PRPH,-2.317435469815778
LYVE1,-2.329481262428916
GSTM5,-2.3741297717356487
MPZ,-2.3824310177965815
TNXB,-2.3833379086616944
LMOD1,-2.4160656201439825
LUM,-2.4307465164768596
CMA1,-2.4564905972189237
GPD1,-2.4670339897884097
AKR1C2,-2.5022394589880226
CD34,-2.530630373405994
DPT,-2.541312357337109
CDH13,-2.586683628242153
SFRP1,-2.5889222862932204
APCS,-2.5974926535877483
CCN5,-2.6011992214964303
DMD,-2.613425023116062
CALML3,-2.6229896597431677
COL1A2,-2.625124245549961
PRELP,-2.6455290526400934
SYNPO2,-2.65814065759635
CAV1,-2.6673700928069604
CD55,-2.695097354727356
TIMP3,-2.827289260083163
HSPB7,-2.8443784062867943
SELP,-2.8520926318483695
ASPN,-2.874843008348955
ADH1B,-2.9925418448483985
COL21A1,-3.0724719394105464
PLIN4,-3.118917237424523
KRT15,-3.119292242286892
HSPB6,-3.176043264742343
PGM5,-3.213927945277595
TPM2,-3.2160055311605
DCN,-3.298713507437222
SOD3,-3.307037525964137
KRT5,-3.3579755962231497
CPA3,-3.3616861281798105
SYNM,-3.3890359710467335
CNN1,-3.566464353230455
ELN,-3.7886159619677517
MYH11,-3.8237274421911005
CALD1,-3.8793701427403535
OGN,-4.091797813834318
DES,-4.570544290787059
