,DT_score_c45,RandomForest_gini,AdaBoost128,LassoLinear,multi_Lasso,SVM,XGboost
TAPBP,0.4834760732454659,,,,,,
RABGGTA,0.48346895673828083,,,,,,
AIFM2,0.4831393517911473,,,,,,
HLA-DRA,0.48309115329472097,,,,,,
RAD23A,0.48284710689719623,,,,,,
SUOX,0.482604707550148,0.009202085838031008,,,,,
APOL2,0.4825231239896547,,,,,,
USP15,0.4824343811667063,,,,,,
CYP2J2,0.4821271823280304,,,,,,
SLC43A2,0.4820727293977854,,,,,,
UBA5,0.48203814874576756,,,,,,
CDK4,0.4820150692193499,,,,,,
CD2,0.48198407599920984,,,,,,
PGK2,0.48182694375344914,,,,,,
PHKB,0.48179226505769357,0.004329484045897635,,,,,
ALDOC,0.48159780041384725,,,,,,
TMTC3,0.4815068594689299,,,,,,
ANXA4,0.48137940547759545,,,0.0042305362406104075,0.0050439944768045225,0.003822140243844862,
PRPSAP2,0.4812985669864669,,,,,,
BCAT1,0.48120228921807695,,,,,,
HSPA2,0.4811206157537486,,,,,0.002040346597176914,
IPO11,0.4810918218903824,,,,,,
ARHGAP15,0.4809788694488974,,,,,,
CSPG4,0.4809167644987046,,,,,,
CD74,0.4805674064453041,,,,,,
IGFBP3,0.4805617797100833,,,,,,
HM13,0.48056022506143464,,,,,,
ERGIC3,0.4804122327388033,,,,,,
SEC24A,0.48038765268934,,,,,,
RIPK2,0.48035300750724064,,,,,,
PWP1,,0.008879429398228719,,,,,
PDK1,,0.008377455105075215,,,,,
EBNA1BP2,,0.007832590994299837,1.0,,,,
SHC1,,0.007269799111088687,,,,,
ITGAX,,0.00660830790314491,,,,,
GGH,,0.006059502794188358,,,0.016717427089254718,0.0014304110399348676,
PFDN4,,0.005899665359011809,,,,,0.053050548
VPS39,,0.005881937005986669,,,,,
GPD1L,,0.00583078869276624,,,,,
AIF1L,,0.0058277712382089515,,,,,
CNP,,0.005779660700653669,,,,,
PPAT,,0.005694297200565062,,,,,
PYGL,,0.005681498729805274,,,,,
IFIH1,,0.005593564243456576,,,,,
ERO1A,,0.005500006154818988,,,,,
NEK6,,0.005452999466638349,,,,,
PDHA1,,0.0054485125620269,,,,,
COX6B1,,0.005436036281369698,,0.00699947927061497,0.05714913095538607,0.002344099369510297,
P4HA2,,0.005383493964857619,,,,,0.114677325
PIK3C3,,0.005333410698054976,,,,,0.0066527333
NOP16,,0.005309308102805803,,,,,
ACBD6,,0.005277742066222032,,,,,
NCOR2,,0.005242061211792069,,,,,
NOL3,,0.005237078045480443,,,,,
NDUFA10,,0.0052292376931007785,,,,,
NDUFS5,,0.005037823948959736,,,,,
RRP1,,0.005023942869568908,,,,,
RIC8A,,0.005020243317004877,,,,,
SLC16A3,,0.004879405126814602,,,,,
PKN1,,0.004858144235279563,,,,,
HK2,,0.004737344257836635,,,,,
PSMB9,,0.004647380949694158,,,,,
KRR1,,0.0045998422972934674,,,,,
PLEKHA2,,0.004467264899374246,,,,,
P4HA1,,0.004439416420823224,,,,,
GIT2,,0.0043454811043726815,,,,,
ARHGAP26,,0.0043248012137307576,,,,,
WWC3,,0.0041992067049594515,,,,,0.51678455
MTCL1,,0.004171486288466879,,,,,
TAP1,,0.004161819104166222,,,,,
TBXAS1,,0.004147460996081328,,,,,0.14197578
DDX56,,0.004106485165939359,,,,,
ABI3,,0.004020075223126511,,,,,
TDRD7,,0.004016111843619038,,,,,
GNL3,,0.003972534461306144,,,,,
NDUFA4,,0.003967345639678945,,,0.045578064213678576,0.0018544562857905787,
NDUFS7,,0.003931452946774961,,,,,
PDCD11,,0.003910753121570022,,,,,
RASA1,,0.0038581447872062637,,,,,
MYO9B,,0.0038514067215723,,,,,
CXorf38,,0.0037811567552775258,,,,,
TLR3,,0.003748285064107625,,,,,
IFI35,,0.0037337616547491615,,,,,
DDX27,,0.0037299318118068675,,,,,
LPCAT1,,0.003727361029146333,,,,,
DIP2B,,0.003707814755514764,,,,,
PSMD10,,0.0036965853541024067,,,,,
CMC1,,0.003688849265494894,,,,,
NDUFS4,,0.0036669363585904923,,,,,
PIK3CD,,0.0036399199305874935,,,,,
CEP170,,0.003607275681262371,,,,,
RAP2B,,0.003541758964921261,,,,,
NDUFA6,,0.003479159301750237,,,,,
RAPGEF1,,0.003471716334079691,,,,,
PARVG,,0.003427530155144461,,,,,
NDUFS8,,0.0034014724858398818,,,,,
ADPGK,,0.0033343574866566334,,,,,
GNE,,0.0033162638689764193,,,,,
DDB2,,0.0031920120823402546,,,,,
NDUFS6,,0.0031849740529540814,,,,,
COLGALT1,,0.0031190046710378914,,,,,
RRP15,,0.0030829456268962993,,,,,0.01915577
GMIP,,0.0030601771800196366,,,,,
ENO2,,0.0030394746556985765,,,0.010432213920878931,0.001401889014082877,
BOP1,,0.0030362109642330646,,,,,
SURF6,,0.0030126749348707536,,,,,
GYS1,,0.0029906427275011058,,,,,
NMI,,0.002988161471941589,,,,,
NUDCD3,,0.0029383991570477554,,,,,0.056384847
NDUFA2,,0.002883295313930521,,,,,
COL18A1,,,,0.042719493002665136,0.0005800619169300928,0.003930080616641879,
FBLN5,,,,0.041856060883813405,,0.0019369035271610676,
HADH,,,,0.0386978310799432,0.05534925249842079,0.0015817609963483478,
COL14A1,,,,0.0327837221811786,0.007145228876769051,0.0026725797084498426,
FHL2,,,,0.029955826610356163,,0.0015680126356223333,
ALDH6A1,,,,0.021416851999700278,0.0153878728642238,0.0015185549306583437,
DSTN,,,,0.02020731810448362,,,
LASP1,,,,0.01823171082532667,,0.0014764496393487162,
ECH1,,,,0.018124703572299568,,,
ASS1,,,,0.016198951753667777,0.019525519793269535,0.002905754714510646,
ECHDC3,,,,0.013624558464755144,,,
MSN,,,,0.012830789454197512,,,
LGALS4,,,,0.01273885857096265,,,
KRT19,,,,0.012577124935261134,0.0038067195314493425,0.005091638749386892,
UMOD,,,,0.012179777124004493,0.027245439502338837,0.009736920771717433,
DBI,,,,0.011346041433855066,,,
PDZK1,,,,0.010639810512485925,0.011412944676273943,,
S100A6,,,,0.010462487784621277,0.010911348320530678,0.00398035323162743,
GAPDH,,,,0.01037709762718752,0.008104975264638853,0.00406513182391574,
LGALS3,,,,0.010085149599473235,0.01385942436071946,0.0019367539899521984,
FN1,,,,0.009924636644219468,0.009290427028650971,0.005133702912249456,
UCHL1,,,,0.009545091534139481,0.0012659259706437052,0.00302863667473328,
ANXA1,,,,0.00939077974085907,0.007311632244483537,0.003034829730172397,
CP,,,,0.009051265081288477,,,
CAVIN1,,,,0.007889892177384866,,,
TAGLN2,,,,0.0076798248523530345,0.0004035994296329707,0.0031446103986253623,
GC,,,,0.006983513031829364,,,
FGA,,,,0.006866606588125309,0.0018545853554028339,0.002736538948422648,
PRELP,,,,0.006225613143559359,,0.0017500347919087115,
APOC1,,,,0.005484086967870537,,,
IGHG4,,,,0.005237824730280684,,0.0021077863203770486,
HBD,,,,0.005064149244052507,0.008508455606892916,0.006679610544036193,
GSTM3,,,,0.0048375974648869665,0.009930482299621823,0.0027242595039879843,
IDH1,,,,0.004794471125348736,,,
APCS,,,,0.004595572189703009,,,
REEP5,,,,0.004586768134938748,,,
ALDOB,,,,0.004157105093401015,0.005046307277208872,0.002271873856313603,
CMBL,,,,0.0038929466648696532,,,
ANXA2,,,,0.003851377339813852,0.002380396814203251,0.0019350950936742421,
PRDX2,,,,0.0038478795782994255,0.007741165640882829,0.0034672874068590056,
BHMT,,,,0.0037847785439802154,0.0034272125479784367,,
ACSM2A,,,,0.0037263317060739,,,
FGB,,,,0.003721005942796655,,,
DDC,,,,0.003608282144199292,,,
HP,,,,0.0035079048700036005,0.002625627091656856,0.0027547914280106373,
MME,,,,0.0034186699490376983,,,
TINAG,,,,0.003417376998436207,0.003747849009228949,0.00174585885411807,
CTSC,,,,0.003385256577664696,,,
IGHG1,,,,0.0033519381238918482,,0.0018280642016845667,
HMGCS2,,,,0.0031593650911210295,,,
LDHA,,,,0.003158169890019878,0.012265682807694626,0.004015798600369959,
SCARF2,,,,0.003111649650385123,,0.002322999694565575,
S100A11,,,,0.0031040533861010607,,,
PEPD,,,,0.0030447824750156486,0.0024706823001071185,,
PKM,,,,0.00292603947648554,0.00397419347572007,0.003947311396828926,
LMNA,,,,0.0028516793384957564,,,
NDUFA4L2,,,,0.002771271700130848,0.022328708396794787,0.0021007966194582805,
DHRS4,,,,0.0026312232824130992,,,
ITIH2,,,,0.002629121077860936,,,
FABP1,,,,0.0025542748894687,0.0031998043909402594,,
LGALS1,,,,0.0024530866648761764,0.0024324610249148917,0.0028540413248981686,
CNDP2,,,,0.00243266784941226,0.0042671513682273916,0.003722656713318306,
SDHB,,,,0.002413364581773579,,,
AKR1B1,,,,0.002275801443930315,,0.0018875809506694022,
CLU,,,,0.0022433566450243856,,,
ALDH1A1,,,,0.0022428488707784567,0.0006697553872102304,0.0025481615955399188,
TNC,,,,0.002213764530151197,0.0003866570226050226,0.005807023897195202,
SERPINA1,,,,0.002205293764364055,,,
HSPB1,,,,0.0021750709544313017,0.0025669516507347413,0.0033255749480363677,
PTGR1,,,,0.0021519299435623597,,,
TGFBI,,,,0.002073729994212916,,,
DCN,,,,0.0020191997380624954,0.006199640139134669,,
VIM,,,,0.0019915696505117646,0.007880240818380957,0.004514868822906871,
FTL,,,,0.0019619205117292976,0.003965828031640361,,
FABP7,,,,0.0019323577133187324,0.0020312007512583276,0.0034936599210984506,
IGKC,,,,0.0017178309589739127,,,
IGHG3,,,,0.0015486852908575472,,,
KRT8,,,,0.0012830660461978446,0.004012676667207315,0.00444695577121622,
TLR10,,,,0.0011361075425541567,,,
EZR,,,,0.0010736458928506526,,,
MTARC2,,,,0.000841542506169483,,,
TGM2,,,,0.0006809293370819902,,,
IGHM,,,,0.0006313995089276816,,0.0028384156758725796,
HSPE1,,,,0.0005749593814266118,,,
CRYAB,,,,0.0005381096372040074,0.004179733301051746,0.0030156079811258715,
LAP3,,,,0.0004948711078467059,,,
FHL1,,,,0.0004783587910636613,,,
ANXA6,,,,0.00035497013361985923,,,
APOA4,,,,0.0002306861290920439,,0.0027070440675977755,
AHNAK,,,,0.0001568748890953043,,,
HPX,,,,0.00015597225148906266,,,
CBR1,,,,0.00011678753857495099,,,
ENO1,,,,4.26483358328985e-05,0.0027026643508088434,0.003944550704265693,
COTL1,,,,3.074887774587527e-05,,,
ADH1C,,,,,0.06407533685605793,,
ADH1B,,,,,0.054263944142659795,,
F9,,,,,0.03456226351752755,0.00232870801160649,
LDHB,,,,,0.032649333062841804,0.002228547985228393,
ACSF2,,,,,0.03199972247113848,,
GPX3,,,,,0.03073827573082946,0.0030876890961392674,
MIF,,,,,0.02671737976983148,0.0015134907997754613,
ACLY,,,,,0.02482482835117039,0.0014998349319662004,
ABAT,,,,,0.024023818849482168,,
ATP1B1,,,,,0.023839261358571312,,
IDH2,,,,,0.02368896428355133,,
TPM4,,,,,0.0173661644214906,0.0017994236793597903,
NHERF1,,,,,0.01722336008967106,0.0014702942846191148,
BLVRB,,,,,0.017032707811972178,0.0014886980016173305,
SLC4A1,,,,,0.01702176964427797,0.0018556395852366973,
SPTB,,,,,0.017003038465587417,,
PGAM1,,,,,0.01691120664998152,,
KRT7,,,,,0.01682362055797641,,
PIGR,,,,,0.016745925634188138,0.00229150698969846,
ATP5F1A,,,,,0.016560312676299774,,
ATP1A1,,,,,0.013393787084123074,,
SUCLG2,,,,,0.013359591307182409,,
ECHS1,,,,,0.012799340889008685,0.0017461032968076613,
BDH2,,,,,0.012407018325254135,0.002072121991649722,
MT-CO2,,,,,0.009862849614453469,,
CALB1,,,,,0.007687216397652735,,
WFDC2,,,,,0.007521411437643791,0.0016712677199278193,
PEBP1,,,,,0.00666900124457858,0.002006945081382516,
ACAT1,,,,,0.0056448464162692875,0.0013976868266326408,
LUM,,,,,0.005391157435322656,0.00254607919274398,
GATM,,,,,0.004044952176310996,0.0022065204164284746,
TINAGL1,,,,,0.0037831543160547127,0.0017076708541639597,
AGMAT,,,,,0.0034658570015359083,,
MVP,,,,,0.0031689848871553302,,
POSTN,,,,,0.0029640114308804775,0.0022119962740349865,
S100A1,,,,,0.0028252751919535064,,
GPI,,,,,0.0027625272188461065,0.0016594227572351366,
NPC2,,,,,0.002589851519265106,0.0017580488935927583,
TYMP,,,,,0.0024563267877411414,0.0022818972339799697,
APOA2,,,,,0.0022964160217029276,,
HIBCH,,,,,0.0018286573612764623,,
AIFM1,,,,,0.001345232138091998,,
KRT18,,,,,0.001015947871092994,0.002772099931852497,
MYH10,,,,,0.0006949377307492268,,
GM2A,,,,,0.0004942077590154108,,
PFN1,,,,,0.00040669239431923195,,
BGN,,,,,,0.00575285849944637,
MFAP4,,,,,,0.0022273019430565644,
IGHG2,,,,,,0.002175258820351702,
TAGLN,,,,,,0.002061761908081115,
APOH,,,,,,0.0019838096093262314,
AMBP,,,,,,0.0019414350780666877,
THBS1,,,,,,0.0019269550307548459,
TKT,,,,,,0.0018890345562220868,
FBLN1,,,,,,0.0017697311407760751,
OGN,,,,,,0.0016806873748720459,
SLPI,,,,,,0.0016804063718490895,
PPL,,,,,,0.001541013670460575,
NID1,,,,,,0.0014959718339263082,
HSPG2,,,,,,0.0014922192638481145,
EHD2,,,,,,0.0014807462718505198,
ADIRF,,,,,,0.0014495707857115753,
PTMA,,,,,,0.001441318461753426,
HSPA9,,,,,,0.0014290601908217013,
LAD1,,,,,,0.0013695743186210286,
