,DT_score_c45,RandomForest_gini,AdaBoost128,LassoLinear,multi_Lasso,SVM,XGboost,Lightgbm
NDUFS5,,0.007991507361326242,,,,,,
NDUFA8,,0.007953487515300787,,,,,,9.0
RASSF8,,0.007858159108436142,,,,,,
NDUFA12,,0.007438097858862918,,,,,,
PYGL,,0.007333413814572101,,,,,,14.0
NDUFA10,,0.007200241659785542,,,,,,
NDUFA3,,0.007050363467662848,,,,,,
CHP1,,0.0070214892798567356,,,,,,
ACOT11,,0.006997681188919037,,,,,,
TJP3,,0.00681218556263435,,,,,,
CHL1,,0.006779048074302191,,,,,,
NDUFS6,,0.006756745096286183,,,,,,
NDUFS7,,0.006747902144429467,,,,,,
EPB41L5,,0.006511055544698099,,,,,,
COX6B1,,0.006402648037642785,,0.01049541459514077,0.06157877785578029,0.0030332433845309467,,
NDUFA4,,0.006207974317822749,,,0.048793425864412224,0.0026572179202731757,,
NDUFS4,,0.006177089180270787,,,,,,
GRB14,,0.006169803068106735,,,,,,
FHIT,,0.006040646362334761,,,,,,
HK2,,0.00595534937456242,,,,,,
NDUFS3,,0.00592122230731392,,,,,,
NDUFA6,,0.005799886147183915,,,,,,
ENO2,,0.005671732687709989,,,,,,
NDUFS8,,0.005520014431154589,,,,,,
MAP6,,0.005390642691452778,,,,,,
PIP4K2C,,0.005385569118372814,,,,,,
NOL3,,0.005352572512923134,,,,,,
L1CAM,,0.005244197288722811,,,,,,
PLCL1,,0.005235272800284418,,,,,,
NDUFA4L2,,0.0049753027796853545,,0.0025797289081942445,0.012377288553473828,0.002151679295117353,,2.0
GPX3,,0.004971279378826559,,,0.027042760700769417,0.0031117881199458253,,
NDUFS2,,0.004951079729961012,,,,,,
NUDT9,,0.004890544874448279,,,,,,
MT1G,,0.004778421105457461,,,,,,
CASR,,0.00476500537098421,,,,,,
FRAS1,,0.004748237366882048,,,,,,
AGMAT,,0.004539553093458991,,,0.0014483480057926512,0.0016922377806142452,,
TRADD,,0.004513759662949279,,,,,,
PALM3,,0.004466450353470849,,,,,,
COX5B,,0.004458566922136194,,,,,,
MISP3,,0.004444274979209043,,,,,,
MRPS18B,,0.0043367123032961715,,,,,,
NDUFA2,,0.00430318605901292,,,,,,
TINAG,,0.004281576374204335,,0.005433137794049991,0.011030815549191924,0.001707127008618477,,
PAPLN,,0.004271786726411866,,,,,,
NAPSA,,0.004270491963701288,,,,,,
PCCA,,0.004086711172243469,,,,,,
COA5,,0.004084845206856635,,,,,,
PDHB,,0.003977183078471542,,,,,,2.0
SLC16A3,,0.0039769239724390905,,,,,,
ATP6V1C2,,0.003964819950754683,,,,,,
P4HA1,,0.003863008106008431,,,,,,2.0
NDUFC2,,0.0038512173572869137,,,,,,
ACP3,,0.0037827151597334668,,,,,,
ACAD8,,0.0037619016600902552,,,,,,
NPNT,,0.003755597751615229,,,,,,
RAP1GAP,,0.00372418722610343,,,,,,2.0
ATP6V1G3,,0.003628780663240408,,,,,,
TBC1D13,,0.0034980655929831993,,,,,,
MT1X,,0.003446689773324742,,,,,,
PCCB,,0.0033959132692205733,,,,,,
COBLL1,,0.003373232118502615,,,,,,
BDH2,,0.0033383184815322367,,,0.0011161673603336951,0.002107705915277464,,
ATP6V1B1,,0.003336538178067916,,,,,,
CPQ,,0.003310254493118495,,,,,,
ACLY,,0.0032790462868497335,,,,0.0016475897841256564,,
GJB1,,0.00326288201435387,,,,,,
SCPEP1,,0.003245501899156539,,,,,,
TSPAN8,,0.0032280477291375346,,,,,,
NDUFV2,,0.0031710860731418646,,,,,,
SUCLG2,,0.0031322806243894714,,,0.018244168514206384,0.0024347409177919175,,
FXYD2,,0.003114949119587692,,,,,,
COL18A1,,,,0.04339206042323894,0.024555181243242775,0.0029688650683745896,,
FBLN5,,,,0.04159142683540253,,,,
HADH,,,,0.036817329807479635,0.058413897252486725,0.0023153115120785263,,
COL14A1,,,,0.0321792038650841,0.02319492090100037,0.002125837491377291,,
FHL2,,,,0.031578488088185086,,,,
ALDH6A1,,,,0.019650984202725416,0.017446038846768604,0.0029135015443184247,,
DSTN,,,,0.018773050423517117,,,,
ECH1,,,,0.018531214902521322,,,,
ASS1,,,,0.017361900934799935,0.01936627173071238,0.00435544963074106,,
LASP1,,,,0.016255874688482847,,,,
DBI,,,,0.01523474878416159,,,,
LGALS4,,,,0.013273094319709007,,,,
ECHDC3,,,,0.01285272242547384,,,,
MSN,,,,0.01251333876588958,,,,
UMOD,,,,0.01227062939692141,0.02717063913967676,0.009652609701705955,,
KRT19,,,,0.011780964884417568,0.003567468291070038,0.0036118365987138214,,
LGALS3,,,,0.010816399855627597,0.0032538041265727574,0.0017876892163894648,,
S100A6,,,,0.01075156307286711,0.010211971397803488,0.00379658161600174,,
GAPDH,,,,0.010238140698097777,0.007526110441278573,0.004837844528978146,,
FN1,,,,0.00968848657327927,0.009946382194043018,0.004176014475888818,,
ANXA1,,,,0.009580860554728959,0.008198632751085434,0.003045534904803499,,
CAVIN1,,,,0.009522427533460645,,,,
UCHL1,,,,0.008968866102338106,0.018253476110664846,0.002090281371087292,,
CP,,,,0.008955885808886632,,,,
PDZK1,,,,0.008686768514246705,0.0037088896197961774,0.0016740265307519442,,
TAGLN2,,,,0.007886142722916462,,,,
IDH1,,,,0.007843496461196045,,,,
FGA,,,,0.006981099866122891,0.001472116984811413,0.0032838041254586504,,
PEPD,,,,0.006299033610266543,0.00257625752580975,0.001617817575022524,,
GSTM3,,,,0.006151411690403675,0.008944019621054285,0.002203499778764024,,
PRELP,,,,0.0058318620758250304,,,,
DDC,,,,0.005767349457666719,,,,
IGHG4,,,,0.004982533534739646,,,,
GC,,,,0.004928415980562476,,,,
APCS,,,,0.004919665559544714,,,,
REEP5,,,,0.004850824890789356,,,,
HBD,,,,0.004683681311513192,0.008662496991177923,0.007981680207031083,,
PRDX2,,,,0.0045102552865289155,0.006087180718954811,0.003294813441141211,,
APOC1,,,,0.004167404855812622,,,,
ACSM2A,,,,0.004111420832463679,,,,
BHMT,,,,0.004085818008328914,0.00280213923125684,0.0020399548837259584,,
MME,,,,0.004009382651269743,,,,
CMBL,,,,0.0038377820043417753,,,,
HMGCS2,,,,0.003770149973705466,,,,
ANXA2,,,,0.003762703670782644,0.0022418789306793865,0.0019613789304917914,,
FGB,,,,0.003557578463502008,0.0022407294960639958,,,1.0
ALDOB,,,,0.0033930789878911264,0.004445983910311445,0.003980049937098176,,
HP,,,,0.003284169235552318,0.0029956007109564445,0.0022101441109166854,,
IGHG1,,,,0.0031702561442964352,,,,
ALDH1A1,,,,0.00296901615203486,0.007377230490847452,0.0018632568269425585,,
CNDP2,,,,0.0029566100878109366,0.005054622317682473,0.002985442026932009,,
SERPINA1,,,,0.0029396617606613274,0.002020997053444405,,,
SCARF2,,,,0.0025850710289412908,,,,
S100A11,,,,0.0025376543425370793,,,,
AKR1B1,,,,0.0025310025119783934,,,,
LMNA,,,,0.0024814660501583075,,,,
TNC,,,,0.002457274792481207,,0.00188906645893217,,
ITIH2,,,,0.002425571019959399,,,,
LGALS1,,,,0.002421965911459863,,0.002209287219249763,,
MTARC2,,,,0.0023313901997611404,,,,
IGKC,,,,0.002248277156370654,,,,
TGFBI,,,,0.00213121749175443,0.0034670388683807275,0.0018456823854755408,,
FTL,,,,0.0021297820743441335,0.0037577264148426167,0.002224568134656313,,
HSPB1,,,,0.0020595520789432223,0.0004140491557907908,0.002952253222475577,,
DCN,,,,0.0020237804901853712,0.01176235807121819,,,
FABP7,,,,0.001994764377274554,0.0017367282022723546,0.0029136119456565457,,
TLR10,,,,0.0019550382747289467,,,,
DHRS4,,,,0.0018107952158692353,,,,
PEBP1,,,,0.0017977585149193478,0.003276067234513444,0.00271253763664794,,
PKM,,,,0.001640427238685455,0.004352419220595922,0.005659565950317002,,
FHL1,,,,0.0015620835695217545,,,,
VIM,,,,0.0015556468673660312,0.008495275547306544,0.00652292610415149,,
CLU,,,,0.0015025793063625933,0.0009457952609553942,,,
ANXA6,,,,0.0014550475842833343,,,,
IGHM,,,,0.0012438124201709921,,,,
SDHB,,,,0.0011628595102075954,,,,
APOA4,,,,0.001114076361443434,,,,
CTSC,,,,0.0010784071995476106,,,,
FABP1,,,,0.0010330109956118686,0.005611432276075402,0.002465173540912946,,
VWA1,,,,0.000983269885120195,,,,
VWF,,,,0.0009790653321373848,,,,
IGHG3,,,,0.0009671513917937101,,,,
TGM2,,,,0.0007574819638023404,0.0055257578210636095,0.002240092891569125,,
EZR,,,,0.0007134350034798645,,,,
ECHS1,,,,0.000624817502034113,0.01452252310108527,0.0028640819445105454,,
KRT8,,,,0.00048568080281547707,0.004233490298468003,0.0030894318025309854,,
CRYAB,,,,0.00040160056706615646,0.0004397973839667361,0.003386631811612105,,
AHNAK,,,,0.00038264931471021485,,,,
LAP3,,,,0.0003320480918925758,,,,
TAGLN,,,,5.117855967208337e-07,0.0014067170302947997,,,
ACSF2,,,,,0.0452945818645599,0.0016536888025896108,,
TINAGL1,,,,,0.03713800824665011,0.0016628174585919821,,
ADH1C,,,,,0.036953053682945304,0.0016479733901013619,,
ADH1B,,,,,0.034574744051072574,0.0020689003049822034,,
ATP5F1A,,,,,0.029827726043837353,0.0020751532338317237,,
LDHB,,,,,0.02674996206354659,0.002687072298808729,,
F9,,,,,0.026106742572829567,0.0027935272032230834,,
NHERF1,,,,,0.025162992990956198,0.002058832821946285,,
KRT7,,,,,0.02506282709949897,0.0019540159366351543,,
WFDC2,,,,,0.023284360335312483,0.0015772355274754916,,
IDH2,,,,,0.022794453086031934,0.0030728300352834965,,
ATP1B1,,,,,0.022648981102665156,0.0018579795271543385,,
MYH10,,,,,0.020194128629082656,0.002303013582558519,,
ABAT,,,,,0.019798451658957533,0.0020867300129521664,,
TPM4,,,,,0.016878032242549284,0.0026023614339994966,,
SPTB,,,,,0.012627825466627813,,,
PIGR,,,,,0.01232865919223335,0.0021759668430902674,,
SLC4A1,,,,,0.01134213587293386,0.001723890287291268,,
MIF,,,,,0.010932354311637728,0.00167276910361097,,
MT-CO2,,,,,0.010177894096487507,0.0018733180792340999,,
CALB1,,,,,0.008579089318672475,0.0015830104853116398,,
ACAT1,,,,,0.0075454697821302,0.002704544807022413,,
ATP1A1,,,,,0.007182034885254502,0.002226372176651154,,
APOH,,,,,0.006981226709277498,,,
ORM1,,,,,0.005579928882774363,,,
ENO1,,,,,0.0041677987220436604,0.004255605811739292,,
AIFM1,,,,,0.0041384890838516205,0.0016070086638098429,,
SPTA1,,,,,0.003478280334108006,,,
NPC2,,,,,0.0031074319780225812,0.0024509016547887156,,
BLVRB,,,,,0.0030368715175364733,,,
POSTN,,,,,0.0028159863545115693,0.0037454153082154213,,
TYMP,,,,,0.00271211101745807,0.0021787698688332234,,
KRT18,,,,,0.0016939399707665138,0.0020902432788018647,,
GPI,,,,,0.0013060543979728318,0.0023204195101097004,,
MVP,,,,,0.0009269928118249943,,,
APOA1,,,,,0.0008733654388497743,0.0017651149877715125,,
AMBP,,,,,0.0007420682130906395,,,
GM2A,,,,,0.0005367885145191376,,,
ATP5F1B,,,,,,0.001989424781793565,,
BGN,,,,,,0.0018502196440457537,,
HIBCH,,,,,,0.0017614593908613146,,
CKB,,,,,,0.0017025062787887435,,
ACADM,,,,,,0.001689033715433771,,
DCXR,,,,,,0.0016561332390871645,,
PRDX3,,,,,,0.001547327527329907,,
MDH1,,,,,,0.001546605564614493,,
ATP5F1C,,,,,,0.0015451223955331099,,
KCNAB2,,,,,,,,7.0
AGL,,,,,,,,5.0
C8B,,,,,,,,4.0
RBM7,,,,,,,,4.0
FPGT,,,,,,,,4.0
ST13,,,,,,,,4.0
HOOK1,,,,,,,,3.0
ARRDC1,,,,,,,,3.0
AFTPH,,,,,,,,3.0
ECSIT,,,,,,,,3.0
PHKB,,,,,,,,3.0
LYRM7,,,,,,,,3.0
TSPAN6,,,,,,,,3.0
CPS1,,,,,,,,3.0
TP53BP2,,,,,,,,3.0
CFH,,,,,,,,3.0
COX19,,,,,,,,2.0
RAP2C,,,,,,,,2.0
SLC25A5,,,,,,,,2.0
BAD,,,,,,,,2.0
PI4K2A,,,,,,,,2.0
ATP5MJ,,,,,,,,2.0
CRABP2,,,,,,,,2.0
STAT5A,,,,,,,,2.0
MRPL28,,,,,,,,2.0
SLC12A1,,,,,,,,2.0
GFM2,,,,,,,,2.0
PNPLA4,,,,,,,,2.0
GKAP1,,,,,,,,2.0
LOXL3,,,,,,,,2.0
PRPS2,,,,,,,,2.0
PLP2,,,,,,,,2.0
MTCL1,,,,,,,,2.0
UBP1,,,,,,,,2.0
MDH2,,,,,,,,2.0
HLA-DRB5,,,,,,,,2.0
EBAG9,,,,,,,,2.0
TCEA3,,,,,,,,2.0
AIF1,,,,,,,,2.0
SELENOW,,,,,,,,1.0
C2orf69,,,,,,,,1.0
GEMIN4,,,,,,,,1.0
GLA,,,,,,,,1.0
IGHV6-1,,,,,,,,1.0
IGHA1,,,,,,,,1.0
USP13,,,,,,,,1.0
ARL2,,,,,,,,1.0
SH2B1,,,,,,,,1.0
SDHAF1,,,,,,,,1.0
RPP25,,,,,,,,1.0
HMGB3,,,,,,,,1.0
TFB1M,,,,,,,,1.0
RIOK2,,,,,,,,1.0
FAM219B,,,,,,,,1.0
MTG2,,,,,,,,1.0
SNTA1,,,,,,,,1.0
NSF,,,,,,,,1.0
RMDN1,,,,,,,,1.0
BASP1,,,,,,,,1.0
PALS2,,,,,,,,1.0
C1GALT1C1,,,,,,,,1.0
SH3GL2,,,,,,,,1.0
TBCA,,,,,,,,1.0
FGG,,,,,,,,1.0
SERPINE1,,,,,,,,1.0
TAX1BP1,,,,,,,,1.0
METAP1D,,,,,,,,1.0
MTURN,,,,,,,,1.0
AGFG1,,,,,,,,1.0
ERCC4,,,,,,,,1.0
KAT8,,,,,,,,1.0
IGHV3-38,,,,,,,,1.0
MLXIP,,,,,,,,1.0
PRSS8,,,,,,,,1.0
MZT1,,,,,,,,1.0
TRIM9,,,,,,,,1.0
RSBN1L,,,,,,,,1.0
