,DT_score_c45,RandomForest_gini,AdaBoost128,LassoLinear,multi_Lasso,SVM,XGboost
NEK6,0.531621483072805,,,,,,
EIF4EBP1,0.5313447394298029,,,,,,
HSD17B7,0.5312916262472835,,,,,,
CLEC14A,0.5312670200735802,,,,,,
GYS1,0.5312295787047426,0.004563391697617973,,,,,
TPK1,0.5311828254938817,,,,,,
TRADD,,0.008854087606278715,,,,,
PRDX4,,0.008713714547190343,,,,,
PLOD3,,0.008459252475885373,,,,,
CMC1,,0.008381973248049783,,0.001853890918215958,0.08153752786879008,,
DOCK4,,0.00812964332578429,,,,,
PYGL,,0.008071297373560033,,,,,
PARD3B,,0.007823210256540255,,,0.0063771496347078275,,
ANXA4,,0.007741791145403711,,,,,
NCOR2,,0.007666360457471415,,,,,
SPTBN2,,0.0076459704791670465,,,0.04400393165161748,,
PSMB8,,0.00762768145071458,,,,,
PDK1,,0.007622597437788774,,,,,
PSMB9,,0.007322301304466784,,,0.0018721161320401072,,
IKBIP,,0.007061407020866625,,,,,
LDHA,,0.006682376690848115,,,,,
NUDCD3,,0.006586529113660772,,,,,0.47746772
P4HA1,,0.006412615246262607,,,,,
GIT2,,0.006197025743066798,,,,,
QARS1,,0.006054765460862484,,0.005722001020766326,0.054460940919112286,0.00032968168846985937,
CNP,,0.006002430033104497,,,,,
PSMB10,,0.005943413166456145,,,,,
NUDT9,,0.005790312714191899,,,0.010564953146148744,,
MPP7,,0.005693827803039426,,,0.026674297792758962,,
TPD52L2,,0.0055311823309004285,,,,,
PDHA1,,0.005461155747561827,,,0.0035143743052256323,,
GPD1L,,0.005244471121469934,,,0.06759229536885805,,
TSR1,,0.005222807864931154,,,,,
EPB41L5,,0.005206054304002678,,,0.008210837935780183,,
PKM,,0.005197535459541287,,,,,
NDUFS5,,0.005188586522641529,,,0.05731505098312858,,
SLC16A3,,0.005174051767489191,,,,,
GLB1,,0.005107896965955261,,,0.03463556826669598,,
NOL3,,0.004986879767212776,,,,,
NDUFA4,,0.004701808188767309,,,0.035880432919354714,,
LLGL2,,0.0046860874767616235,,,0.009500029344235853,,0.022532612
GGH,,0.004638340907225995,,,0.011276899061150007,,
ENO2,,0.004495158211810906,,,,,
TYMP,,0.004493287409419652,,,,,
TNIP1,,0.004364817499120077,,,,,
NDUFA8,,0.0041840808974587165,,,0.030850851592070277,,
EHBP1L1,,0.004173750625195451,,,,,
NMNAT1,,0.004164265716139593,,0.015040664233995648,0.014056065689239861,,
DARS1,,0.004152909570678994,,,,,
SH3GLB1,,0.0041168159639045675,,,,,
PLCL1,,0.004069284427505459,,,0.011160659898126694,,
PFKFB2,,0.003968011306522399,,,,,
CTSA,,0.0038950711389843878,,,0.0017425774094951747,,
IP6K1,,0.0038564408851267024,,,,,
PAPLN,,0.003821218233023448,,,0.0233622596176091,,
KIF13B,,0.0036833990691367167,,,0.02131026757221974,,
LARS2,,0.003680304244961303,,,0.032766471239070914,,
COA5,,0.0036587225400521502,,,0.005750113410205366,,
CDK18,,0.0036036346425954782,,,,,
PPIP5K2,,0.003516674852455581,,,,,
COLGALT1,,0.0035089406579582923,,,,,
TPP2,,0.003456633177175497,,,,,
CASP8,,0.003453700783323141,,,,,
WDR48,,0.003442409730557743,,,0.005060653194221141,,
TMSB10,,0.0034172032315609832,,,,,
SURF6,,0.0033864717417656366,,,,,
SIAE,,0.0033579667194802653,,,0.02163528014639378,,
NDRG1,,0.003353801682208925,,,,,
RAP1GAP,,0.0033405835418587313,,,,,
SIGIRR,,0.0032909490204502045,,,,,
NDUFS4,,0.0032711679959656925,,,0.017953549431440962,,
BRIX1,,0.0031435144520068218,,,,,
LPCAT1,,0.00313458987058623,,,,,
IFI35,,0.003134044621238441,,,,,
RIC8A,,0.0031334629657673,,,,,
SCPEP1,,0.0030539329085720614,,,0.010386582221923341,,
NDUFS7,,0.0030516355001219287,,,0.00709185663842735,,
PLCD1,,0.0030239553010133658,,,0.016084829607483742,,
EBNA1BP2,,0.0030219878132026787,,,,,
SMYD2,,0.002967255280773596,,,,,
GOLGA4,,0.002962302572104525,,,0.008190968979538742,,
SMARCC1,,,,0.03223506667979041,,0.000439683542530824,
PRKCZ,,,,0.02500791933652629,,,
UMOD,,,,0.019408981676402714,0.0012705707209636915,0.0006392806410134922,
ERMP1,,,,0.01900017264846791,,0.000403581312139194,
SFRP1,,,,0.015659550739101864,0.020512057699483856,0.0004878928338486584,
NTN4,,,,0.015332637941701435,0.008238824721742444,0.00048032648132119736,
SAT2,,,,0.012888082718263865,,,
LAMC3,,,,0.01223746231808461,,0.0006552139036983396,
NDUFAF8,,,,0.011822048488916622,,,
CHP1,,,,0.010546280660409583,,,
ALKBH7,,,,0.010510356846722097,,,
GAK,,,,0.010362161900109024,0.0019095056383578632,,
ACE,,,,0.01006612973731333,,,
LGALS3,,,,0.00972521490376592,,0.0003398933092709801,
CGNL1,,,,0.009618986673369185,0.0049295124232971955,,
LDLRAP1,,,,0.009513187280594733,0.0029283170984404708,,
TEFM,,,,0.009128339838963927,,,
ISCU,,,,0.008916676358728714,,,
FAM136A,,,,0.00851068756803927,0.00577819541256026,,
CTSC,,,,0.008340512876131075,,,
TOMM34,,,,0.008265174617535436,,,
TRAPPC9,,,,0.008119072556310182,,,
FHIT,,,,0.0075152666310224206,0.003178090717026809,,
ASAP1,,,,0.007490819457902204,,,
MARK3,,,,0.007389766786274256,,,
PALM3,,,,0.007295325493319364,0.0111974179370136,,
ITGA4,,,,0.006606814592023042,,,
ADK,,,,0.006581764589717967,,0.00036270479053850455,
THSD7A,,,,0.0064250413115899034,,,
RAB11FIP4,,,,0.006329178093301306,,0.0003669503386950219,
ITGB6,,,,0.006328687481494364,,0.0005957845519165802,
MAP6,,,,0.006253669031803679,0.012164066457045746,0.00031870125932659005,
CAD,,,,0.00555902315965509,,,
NAGA,,,,0.0054947222326277596,,,
NHERF2,,,,0.005419599107580401,,,
TRAF2,,,,0.004992117031132243,,,
ATP6V1G2,,,,0.004809978694830529,,,
FRAS1,,,,0.004785875028685097,,0.00032586419984888016,
MARS1,,,,0.004744588759912734,,0.0003660433106978408,
NOL10,,,,0.004670440176203436,,,
ENOSF1,,,,0.004568306670617289,,,
SCLY,,,,0.004340295433453716,,,
SYNE2,,,,0.004093178248123078,0.002029193678307876,0.00037988235379906123,
RTRAF,,,,0.004035776614971491,,,
FGF1,,,,0.004021175118800892,0.00393486194439416,,
SGSH,,,,0.00361771906128229,,,
PHACTR4,,,,0.0035624066627467687,,,
PCMTD1,,,,0.003521973416073473,,0.000345571867192419,
AFAP1L2,,,,0.0033691418115104404,,,
DYNLL2,,,,0.0033264634632499033,,,
MYO6,,,,0.003247761309835925,,,
SOS1,,,,0.003053107653270808,,0.0003257434734222798,
LDHD,,,,0.0027841555352644274,,,
NOS1AP,,,,0.0027308346110144557,,,
TGS1,,,,0.0026087205800352114,,0.0003244111470499667,
PRPF40B,,,,0.0025900844925586097,,,
PHRF1,,,,0.0025589663003498927,,,
ANG,,,,0.0024917898243467123,,,
MRPL58,,,,0.0022238318075598154,,,
SAFB2,,,,0.002134040956049703,,,
SORT1,,,,0.0020711896067325867,0.008828544594916674,0.0003471537850563594,
SNX1,,,,0.0020192944031274885,,,
CORO2B,,,,0.0018261904558095014,0.011704567181620542,,
PICALM,,,,0.001815569237740461,,,
SHROOM2,,,,0.001701820756500966,,0.0004016776969543835,
CLUH,,,,0.0016661298934075505,,,
PTBP2,,,,0.0016519671810281506,,,
DDX55,,,,0.0016388578942164063,,,
TUBB6,,,,0.0015402595664423377,,,
NOA1,,,,0.0015071937474542534,,,
SMCR8,,,,0.0014891489127880561,,,
HSP90AA1,,,,0.001308549065087889,,,
PDLIM1,,,,0.001307333367348059,,,
KATNAL1,,,,0.00126032335562246,,,
RAPGEF3,,,,0.0011761348965586699,,,
HPS6,,,,0.0011114733475586695,,,
ABLIM1,,,,0.001096188931980882,,,
AATF,,,,0.0010922119238761072,,,
TRAPPC5,,,,0.0010815016710501839,,,
PLA2G2A,,,,0.0010105126885484482,,,
DGCR8,,,,0.0009797635705385995,,,
DBI,,,,0.000974766587844673,,,
HOXD8,,,,0.0008981807351752873,,,
LRBA,,,,0.0008353401453248898,,,
SPON1,,,,0.0007874218231250519,,,
TBK1,,,,0.0007494579275334214,,0.00031667660341762587,
SETD3,,,,0.0007447862674265132,,,
RPS6KB2,,,,0.0005734074333243284,,,
CAB39,,,,0.0004636929104761765,,,
CIAO2A,,,,0.0004355156767684777,,0.00036821491659694516,
BAG4,,,,0.00027691641618741373,,,
VAT1L,,,,0.0002587390194446057,,,
SLIT2,,,,0.00013749610260827176,,,
CAMK4,,,,0.00010457277997546548,,0.0003190835062225059,
MRPS14,,,,8.685685009385697e-05,,,
ESRP2,,,,2.688571567743511e-06,,,
NDUFA6,,,,,0.035572342130774585,,
LAD1,,,,,0.03217203248302709,,
NDUFS8,,,,,0.02605905111967932,,
GULP1,,,,,0.0256185845857626,,
F9,,,,,0.024581077886850614,,
RASSF8,,,,,0.02367250600092374,,
ACOT11,,,,,0.020370710642997808,,
ADH1C,,,,,0.01947702983997099,,
COL4A3,,,,,0.018628678412895266,,
RBP1,,,,,0.017308992276423348,,
COL4A4,,,,,0.01574787850561571,,
ACSL4,,,,,0.015523293527665192,0.0003157083852347562,
SMPD1,,,,,0.012776060411431001,,
RAB25,,,,,0.011548985808233493,,
KCP,,,,,0.010768140107920368,0.00039805135187247356,
AP2A2,,,,,0.010472335625247364,,
EPCAM,,,,,0.009970265466921839,,
MTMR10,,,,,0.00969730271272358,,
MAP4K3,,,,,0.008750290946239355,,
COL18A1,,,,,0.00870527836806413,0.0003179285076937415,
DHX30,,,,,0.008642387909083752,,
STK33,,,,,0.008084302218271857,,
NEBL,,,,,0.007697592480050888,,
PRKAR2B,,,,,0.0073378406963810665,,
PHYHD1,,,,,0.006890194965981553,,
STRBP,,,,,0.006874189771990345,,
PIP4K2C,,,,,0.006587599077928654,,
CLIC5,,,,,0.006410360661137987,,
GPX3,,,,,0.006138979944899824,,
CLASP2,,,,,0.006015041640344434,,
KTN1,,,,,0.005945873974926401,,
NPNT,,,,,0.005682595961208417,0.00037241474367854664,
SEMA4D,,,,,0.005166671018187543,,
CTSH,,,,,0.00505752520977811,,
EPB41L1,,,,,0.004762536384306835,,
NEU1,,,,,0.004693700826194483,,
NDUFS1,,,,,0.004200313266555101,,
DYNC1LI1,,,,,0.003773775820723239,,
PDHB,,,,,0.0032153491152203295,,
PTPN23,,,,,0.0031892718420526754,,
MISP3,,,,,0.0027483794325933227,,
ATP6V1C2,,,,,0.0023377686066114564,,
GPRC5C,,,,,0.0021611717550340547,,
TMOD3,,,,,0.0017678144637564128,,
COX6B1,,,,,0.0017117277537670155,,
CAPS,,,,,0.0015630441736804326,,
MARF1,,,,,,0.0004882807389562854,
INPP4B,,,,,,0.0004565142536077696,
ARID1B,,,,,,0.00042973885849955116,
WFDC2,,,,,,0.00041869925383678506,
LAMA2,,,,,,0.0004160364892716533,
DCDC2,,,,,,0.0004139476044025269,
CPXM1,,,,,,0.000412231371314287,
SLPI,,,,,,0.00040792359424613914,
RBM6,,,,,,0.000406517428143188,
NR2F1,,,,,,0.00040518860497524954,
TTC9,,,,,,0.0003978031226562152,
MFAP4,,,,,,0.00039265680092795136,
EYA3,,,,,,0.0003871821708579047,
ZMIZ1,,,,,,0.0003819238827488208,
MACROH2A2,,,,,,0.00037990509911491256,
MT2A,,,,,,0.0003796114469227466,
ZCCHC24,,,,,,0.00037900366947051417,
LASP1,,,,,,0.0003789686181094495,
SVEP1,,,,,,0.0003776693821114179,
HGF,,,,,,0.00037580753799776795,
ITIH3,,,,,,0.00037237550979137956,
GRB7,,,,,,0.0003721306250023327,
NUDT18,,,,,,0.00036528068007551494,
UBQLN1,,,,,,0.0003636077525180125,
GMDS,,,,,,0.00036010251405532636,
TNRC6A,,,,,,0.00035945500536492243,
ZNF618,,,,,,0.0003591416799199283,
FHOD3,,,,,,0.00035905926682959743,
MASP2,,,,,,0.00035677758063236176,
PTBP3,,,,,,0.000355793204002402,
LUC7L,,,,,,0.00035485789998479603,
MUC1,,,,,,0.0003547847200935119,
POLR2M,,,,,,0.00035371806244604756,
SCD5,,,,,,0.0003534869645736037,
ADCK5,,,,,,0.0003496389475207675,
PTEN,,,,,,0.000349244646867698,
APIP,,,,,,0.00034812098515222433,
DCAF1,,,,,,0.0003480609188548737,
COL4A1,,,,,,0.0003469542798079593,
LUC7L3,,,,,,0.00034656810850747645,
CTNNAL1,,,,,,0.0003454626670698571,
LMO4,,,,,,0.00034438972874815396,
ERBB2,,,,,,0.0003433359706226771,
CPNE2,,,,,,0.0003426420605432312,
TACSTD2,,,,,,0.00034147853303566925,
TAB3,,,,,,0.0003411031435032201,
ACTR8,,,,,,0.000340628023140633,
SBSPON,,,,,,0.0003395005244830037,
RALGAPA2,,,,,,0.00033919443185294324,
TOP2B,,,,,,0.0003386140665802475,
FBLN5,,,,,,0.00033831413156883405,
UBL5,,,,,,0.00033752749111549984,
PDXP,,,,,,0.0003372839458605768,
PTK7,,,,,,0.0003362091906114293,
TCEAL3,,,,,,0.00033554687598999657,
LYPLA2,,,,,,0.0003354673613832994,
PROM1,,,,,,0.0003347457544979808,
C1orf198,,,,,,0.0003336091636322233,
PTN,,,,,,0.0003335510166944576,
MTARC1,,,,,,0.00033215965610381814,
WLS,,,,,,0.0003286153709696843,
CDK4,,,,,,0.00032802865598489554,
MAGI2,,,,,,0.00032800948545984494,
EPS8L1,,,,,,0.00032513602284428144,
STXBP4,,,,,,0.00032047189431793754,
CIP2A,,,,,,0.00031941920304256305,
TRAF4,,,,,,0.00031726393854373093,
CIRBP,,,,,,0.00031690444799933583,
YY1,,,,,,0.0003163648704242861,
ZNF451,,,,,,0.00031572279131638313,
CCAR2,,,,,,0.0003154292515601302,
IRF2BPL,,,,,,0.00031493099352788377,
RECQL,,,,,,,0.06410393
