,DT_score_c45,RandomForest_gini,AdaBoost128,LassoLinear,multi_Lasso,SVM,XGboost
CNNM3,,,,0.0008672464106873621,,,
MACROD2,,,,0.0008241197251750962,,,
MTCL1,,,,0.0008073164428623963,,,
ACOT11,,,,0.0007485346479089668,0.003197805228508371,,
ARHGAP26,,,,0.0006648515804449424,,,
AP4S1,,,,0.0006038157715708523,,,
PAPPA2,,,,0.0005301782345758836,,,
IGHV3-23,,,,0.00035357431748250155,,,
REG1A,,,,0.00025916954496446766,,,
UTP25,,,,0.00025011898960384437,,,
FXYD4,,,,0.00022408008700702226,,,
ZNF185,,,,0.00015432335996324814,,0.00035333050594873826,
DDX31,,,,9.592370060373531e-05,,,
DDX51,,,,6.69441462855422e-05,,,
FUT11,,,,6.0518206961640546e-05,,,
LMAN2,,,,3.6611900101427074e-05,,,
SCARB1,,,,3.454642936096507e-05,,,
PALM3,,,,,0.0447913765022334,,
CTSA,,,,,0.03914169958436543,,
PLCD1,,,,,0.036183495863569434,,
F9,,,,,0.03493020835421039,0.0003307612535669116,
GPX3,,,,,0.024022985565233402,,
PTPN23,,,,,0.018186911347350145,0.0003202906950116633,
COL18A1,,,,,0.01613759897743665,0.0003323915468328754,
GRB14,,,,,0.014564450046076031,0.0003298828317004978,
CLASP2,,,,,0.013822533977564933,,
GGT5,,,,,0.012398683661243855,,
GPRC5C,,,,,0.012201558584491175,,
TRNT1,,,,,0.010966815973273094,,
CLIC5,,,,,0.010775484348454253,,
CORO2B,,,,,0.01001569368774169,,
STK33,,,,,0.009819134206151907,,
PIP4K2C,,,,,0.009248947663143523,,
SCPEP1,,,,,0.009131208362673122,,
MAGI2,,,,,0.009122622205548369,,
STRBP,,,,,0.008101399594537007,,
ADH1C,,,,,0.00805083047598959,,
EPCAM,,,,,0.007883421003617894,,
FGF1,,,,,0.0061270974146716015,,
LDLRAP1,,,,,0.005589145391765037,,
PDHB,,,,,0.005515320846857298,,
ATP6V1C2,,,,,0.005486774006926739,,
CAPS,,,,,0.005482307478293386,,
PHYHD1,,,,,0.004791020449359832,,
SORT1,,,,,0.004541248929118075,0.0003409371655397083,
COL4A3,,,,,0.004029632879161102,0.00031802449805709327,
NEBL,,,,,0.003600563370672292,,
KTN1,,,,,0.0029152310021829577,,
TJP1,,,,,0.002068518038670826,,
SYNE2,,,,,0.0016921679875476622,0.00034651371652813615,
IP6K1,,,,,0.0005549727862167382,,
SURF6,,,,,0.0004960653990711613,,
CPXM1,,,,,,0.00044404868054621893,
LAMA2,,,,,,0.0004422942644772892,
WFDC2,,,,,,0.00044208416904634743,
ARID1B,,,,,,0.00041544625999695434,
RBM6,,,,,,0.0004146643996594307,
CRISPLD2,,,,,,0.0004083448490675771,
MACROH2A2,,,,,,0.0004042578191992162,
NR2F1,,,,,,0.0003967687407549009,
TOP2B,,,,,,0.0003942560107466902,
PTEN,,,,,,0.00038630493639358487,
DCDC2,,,,,,0.0003802054834242023,
LUC7L,,,,,,0.00037835962622518264,
NAALADL2,,,,,,0.0003780260693774465,
ERMP1,,,,,,0.000374899862930572,
LYPLA2,,,,,,0.0003746681025106316,
PTBP3,,,,,,0.00037301662953802804,
NPNT,,,,,,0.0003726634122870719,
TRIM33,,,,,,0.0003689409213352269,
VWA5A,,,,,,0.00036551714871072564,
ZNF618,,,,,,0.00035886937923654955,
FBLN5,,,,,,0.00035715696755464846,
LASP1,,,,,,0.00035599750804860393,
MFAP4,,,,,,0.0003550533837066018,
GALNT3,,,,,,0.0003539449181696674,
KLHL14,,,,,,0.0003524123850361522,
SHROOM2,,,,,,0.00034904318656448153,
LUC7L3,,,,,,0.00034710962635313674,
RAB11FIP4,,,,,,0.0003470166136257829,
EYA3,,,,,,0.00034615779155144666,
MUC1,,,,,,0.0003460662187694161,
EPS8L1,,,,,,0.00034538151881279033,
GRB7,,,,,,0.00034524895292150097,
MOXD1,,,,,,0.000343022763001291,
PTK7,,,,,,0.0003423836397840134,
DCAF1,,,,,,0.00034137742652735436,
TUBB2B,,,,,,0.00033960710187006,
SBSPON,,,,,,0.0003392568125551076,
HGF,,,,,,0.00033714339357301287,
USP4,,,,,,0.00033713131334493426,
YY1,,,,,,0.00033569405784444764,
PCMTD1,,,,,,0.00033480598351853243,
COL4A1,,,,,,0.00033305591509794665,
PROM1,,,,,,0.00033255927367069137,
VPS13C,,,,,,0.00033063749653886384,
UCHL1,,,,,,0.00032724351182247406,
OLFM4,,,,,,0.00032659078613113374,
ZCCHC24,,,,,,0.0003262472824859362,
GMDS,,,,,,0.00032527333649644334,
MT1E,,,,,,0.00032507899341793046,
IRF2BPL,,,,,,0.00032497438208592205,
AP2B1,,,,,,0.0003234130807043461,
STXBP4,,,,,,0.0003229760121856704,
SPON1,,,,,,0.0003227805830951539,
FHOD3,,,,,,0.0003225629900561047,
AP2M1,,,,,,0.00032175974736389437,
TWSG1,,,,,,0.0003217002313690203,
CDH13,,,,,,0.00031957661525530175,
TKT,,,,,,0.0003181572055497355,
MMP7,,,,,,0.00031790402499486516,
ADGRF5,,,,,,0.0003174183495083732,
RALGAPA2,,,,,,0.00031735654896557496,
AIMP2,,,,,,0.0003165202211189719,
CXXC5,,,,,,0.0003145839518377677,
RECQL,,,,,,,0.015891772
