,DT_score_c45,RandomForest_gini,AdaBoost128,LassoLinear,multi_Lasso,SVM,XGboost
PLXNC1,0.6639762654967917,,,,,,
N4BP2L1,0.663767154575163,,,,,,
CAMKK1,0.6636916247962034,,,,,,
MXRA5,0.6632998350847665,,,,,,
LZTS3,0.66329754861333,,,,,,
RPIA,0.663170585323219,,,,,,
SEC24A,0.6631671217995972,,,,,,
SLC43A2,0.6630969077099687,,,,,,
P4HB,0.663045124645358,,,0.002328671481387045,0.004070017447756437,0.0016113396344351555,
CUTC,0.6629810350018729,,,,,,
CAV1,0.6629449103976891,,,,,,
MTRF1L,0.6629356052783424,,,,,,
FMO5,0.6628213872142174,,,,,,
PFDN4,0.6627811949124277,0.005524389736492873,,,,,0.462628
PNCK,0.6626975695846081,,,,,,
HPCAL1,0.6625680712521727,,,,,,
SEMA5B,0.6625242895308127,,,,,,
ABCC3,0.6625002182850678,,,,,,
PLIN2,0.662488133623398,,,0.006002221552746187,0.0024801401082229745,0.0023498042498309307,
MGAT5B,0.6624831096918605,,,,,,
SLC14A1,0.662357449819563,,,,,,
GABARAP,0.6623267259388808,,,,,,
CD53,0.6622708596773312,,,,,,
BPGM,0.6621678033158604,,,,,,
CAPN6,0.6620702407263446,,,,,,
ALG8,0.662068391390821,,,,,,
STING1,0.6620292891520162,,,,,,
CHMP3,0.6619694424380229,,,,,,
OAS2,0.6619538978284605,,,,,,
ASNS,0.6618150002031975,,,,,,
SUOX,0.6617246060239664,0.009657051686876465,,,,,
GSAP,0.6617087436748613,,,,,,
LITAF,0.6616197819608093,,,,,,
PHYKPL,0.6616143840599362,,,,,,
PDK1,0.6615739279942476,0.008701637531019874,,,,,
BCL3,0.6615089122297051,,,,,,
DCTPP1,0.6613892704941692,,,,,,
C5AR1,0.6613219544898193,,,,,,
SPATA18,0.6613021974191922,,,,,,
SVBP,0.6612816153633158,,,,,,
NDUFS1,0.6612522611573265,0.0031694323771506413,,,,,
LTC4S,0.6612439559086419,,,,,,
HSPA2,0.6612302382653421,,,,,0.0016816840530206648,
DPP9,,0.008397114721848958,,,,,
GPD1L,,0.007872127044888223,,,,,
AIF1L,,0.007166064943709751,,,,,
GGH,,0.006934103734420069,,,0.01671187059170579,0.001241561363008301,
PLOD3,,0.00686128253690253,,,,,
PDHA1,,0.006698803644633106,,,,,
BRIX1,,0.006635914933684729,,,,,
PYGL,,0.006483999049466844,,,,,0.009123681
ERO1A,,0.006474622085481506,,,,,
NOL3,,0.0064610189603195025,,,,,
COX6B1,,0.006434114353519452,,0.003599683291796114,0.05682977212287155,0.0019248370143311285,
PKN1,,0.0061073339351229656,,,,,
WWC3,,0.006055631538401161,,,,,0.33143988
PWP1,,0.006035919984236471,,,,,
NDUFA10,,0.005891163488641762,,,,,
NDUFS5,,0.0058230733237029965,,,,,
PSMB9,,0.005651044750562137,,,,,
PPAT,,0.005559429171582066,,,,,
HK2,,0.00545656761064769,,,,,
P4HA1,,0.005351648404390671,,,,,
SHC1,,0.005338410432930514,,,,,
LRRK2,,0.005304796643738684,,,,,
GIT2,,0.005299415976170948,,,,,
RASA1,,0.005252316761602348,,,,,
ABI3,,0.005015727179811464,,,,,
CMC1,,0.005003806723547669,,,,,
NDUFA4,,0.004977931448090671,,,0.04517847039415172,0.0016017788844863799,
NDUFS7,,0.0048289008194698484,,,,,
LPCAT1,,0.004789488053339645,,,,,
DDX56,,0.004736306884518931,,,,,
RAP2B,,0.004732478016840373,,,,,
RRP1,,0.004732426953464526,,,,,
PRDX4,,0.004688273700240872,,,,,
PLEKHA2,,0.004674966591771828,,,,,
NEK6,,0.004637134574378416,,,,,
EBNA1BP2,,0.004619382071419291,,,,,
MYO9B,,0.004455125140382388,,,,,0.08658935
NDUFS4,,0.004380732693003543,,,,,
NDUFA6,,0.004377156378765061,,,,,
NDUFS8,,0.004289962665871136,,,,,
CEP170,,0.004209701545764225,,,,,
CDK18,,0.0042047669258623,,,,,
NDUFS6,,0.004181939278289921,,,,,
ITGAX,,0.004151853992639607,,,,,
EHBP1L1,,0.00410211481852489,,,,,
KRR1,,0.004080957535356866,,,,,
SLC16A3,,0.004071434349660358,,,,,
PLCL1,,0.004059119593378397,,,,,
MTCL1,,0.003917024775674707,,,,,
NDUFA12,,0.0038893414693860883,,,,,
VPS39,,0.0038837490806982572,,,,,
FHIT,,0.003800017047161454,,,,,
PGK2,,0.003772928888743641,,,,,
ARHGAP26,,0.003760536566803062,,,,,
COLGALT1,,0.0037013210755043793,,,,,
GYS1,,0.0036236532389322704,,,,,
DIP2B,,0.0036117999347891755,,,,,
ACBD6,,0.0036087511875011183,,,,,
NCOR2,,0.003555911099453485,,,,,
PDCD11,,0.0035520343433530586,,,,,
MCM6,,0.0035289638466672684,,,,,
GUK1,,0.0034929684010713046,,,,,
GNE,,0.003478470421236719,,,,,
RIC8A,,0.003467878396193359,,,,,
P4HA2,,0.0034437685962932225,,,,,
NDUFS3,,0.0034278933822033007,,,,,
NDUFA4L2,,0.003419962503138266,,0.0023671655643512117,0.022150584173186764,0.001716268415129111,
ENO2,,0.0034083380510663984,,,0.010359102082521655,,
METTL26,,0.0033721878390758015,,,,,
TLR3,,0.0033458694969259605,,,,,
DDB2,,0.003274814575210864,,,,,
GPX3,,0.0032435943675110323,,,0.030401349530788532,0.002561735434225833,
OGA,,0.003235796201600776,,,,,
NDUFA2,,0.003234922358214405,,,,,
RAPGEF1,,0.0032183032455897487,,,,,
PARVG,,0.0032030940899328993,,,,,
DDX27,,0.003172073107552437,,,,,
NUDCD3,,0.0031537133863168633,,,,,
PALD1,,0.0031198085390423797,,,,,
CASP8,,0.003118227239906157,,,,,
NDUFS2,,0.003109165782365177,,,,,
PSMD10,,0.003083366957686272,,,,,
RASAL3,,0.0030334657637024302,,,,,
COL18A1,,,,0.04288215438249969,0.0008834821113353242,0.003137081176026142,
FBLN5,,,,0.0415576174496879,,0.0015462890799678927,
HADH,,,,0.03903148173725854,0.0552744892702589,0.0012777877607599453,
COL14A1,,,,0.033558497330266696,0.007301777236586889,0.0021114703092917097,
FHL2,,,,0.027401200803510842,,0.0013219353290078147,
DSTN,,,,0.02214797221201515,,,
LASP1,,,,0.02104678630086142,,0.0012654741631057365,
ALDH6A1,,,,0.019813430982511007,0.015198991427789382,0.0011541068815293742,
ECH1,,,,0.01700788166566446,,,
ASS1,,,,0.014578440756867712,0.019402322109910438,0.0023951928640719685,
DBI,,,,0.013054217188285212,,,
LGALS4,,,,0.012730863642468896,,,
KRT19,,,,0.012470378545130981,0.0037366920817645797,0.004395896534895457,
MSN,,,,0.012177551469796207,,,
ECHDC3,,,,0.012051481016116881,,,
UMOD,,,,0.011770741184997144,0.02703577904496335,0.00829415289193132,
S100A6,,,,0.010620624484779934,0.010874139078655714,0.0031953159451638164,
GAPDH,,,,0.010457353542689205,0.007685435974025397,0.0033114213066357686,
FN1,,,,0.010308407737715977,0.009220275526300607,0.00449774064659118,
PDZK1,,,,0.01017888022401312,0.011399481838988814,,
UCHL1,,,,0.009816070645684878,0.0013746541549031805,0.0023149903771563906,
LGALS3,,,,0.009685519645927827,0.01366618150747999,0.0017370327324353037,
CP,,,,0.009602249164006656,,,
ANXA1,,,,0.009491914449997366,0.007234901803088622,0.002649672126133407,
CAVIN1,,,,0.008103671778510759,,,
CCNC,,,,0.008081312787596908,,,
GC,,,,0.007745581605213425,,,
APOC1,,,,0.007514667140157645,,,
FGA,,,,0.0069659579779050166,0.0018329465903440592,0.0022158435260681143,
TAGLN2,,,,0.006914881703410275,,0.00226863718793175,
CTSC,,,,0.005967164674158871,,,
IGHG4,,,,0.005500229289642458,,0.0019796112719184266,
HBD,,,,0.005467807787530288,0.008413926504014091,0.00552438692460391,
PRELP,,,,0.005467356939063747,,0.001494925656304448,
PTGR1,,,,0.004915314318107702,,,
REEP5,,,,0.004827832428947525,,,
APCS,,,,0.004609232497212166,,,
GSTM3,,,,0.004207156908872889,0.009903292440215457,0.00220514131823465,
ALDOB,,,,0.004098698884827307,0.004988170953740852,0.0018227739065054245,
ANXA4,,,,0.004072776751669813,0.0049726017731921,0.003070035975176174,
IDH1,,,,0.004036350021164288,,,
FGB,,,,0.003716164194872247,,,
CMBL,,,,0.0037137357150082207,,,
PKM,,,,0.0035569134936473904,0.0038996331080022872,0.0032682935001358,
BHMT,,,,0.003353887163838303,0.0034903641850063225,,
HP,,,,0.003340425232566698,0.0025715955540981964,0.0025787520739285093,
ANXA2,,,,0.003170196382662527,0.0022882743437252087,0.0015712991383403378,
PRDX2,,,,0.003060998544955597,0.007744035188801848,0.002872580995171426,
SCARF2,,,,0.0030606353465253465,,0.0011937988571122822,
LGALS1,,,,0.0028705252246074525,0.0024441079148420585,0.002292466505133951,
IGHG1,,,,0.002846764926737535,,0.001267589721147025,
ACSM2A,,,,0.0028253060220379783,,,
HMGCS2,,,,0.0027310146762272924,,,
FABP1,,,,0.0026604933551675597,0.0031377113405317196,,
S100A11,,,,0.0024512731127805587,,,
LMNA,,,,0.0024429904346985535,,,
CLU,,,,0.002433961122451888,,,
TINAG,,,,0.002362887055726377,0.0033070821404956405,0.0014487641272738214,
ALDH1A1,,,,0.0022752983693501397,0.0005290312940288539,0.0020463425123835,
CNDP2,,,,0.0022677559155623406,0.0043406477911244155,0.003051370289930659,
HSPB1,,,,0.002257638071895909,0.0024856644802468786,0.0026042450521070242,
COTL1,,,,0.0021500411895081038,,,
AKR1B1,,,,0.0021274827127346577,,0.0017942453418455227,
LDHA,,,,0.002125130303648583,0.012154113120538674,0.0033388015902807936,
TGFBI,,,,0.0021009426792044693,,,
FTL,,,,0.0020624387283271835,0.003868018879011093,,
SERPINA1,,,,0.002031815221844609,,,
DHRS4,,,,0.0018892803384583864,,,
VIM,,,,0.0018815123673548058,0.0077766057515460925,0.00376000693560961,
DCN,,,,0.001861629308583733,0.006143435863612437,,
FABP7,,,,0.0018443354443362923,0.0019254996407651287,0.0029428054508858006,
TNC,,,,0.001806978545133213,0.00034558820207540727,0.003929949810469557,
IGHG3,,,,0.0016847961965607869,,0.0011568323877816633,
DDC,,,,0.0014963235799580771,,,
KRT8,,,,0.0013542987707792498,0.003949945849483308,0.003843427227911746,
CBR1,,,,0.0012890628549865023,,,
PEPD,,,,0.0012448493261054058,0.0022940911954037004,,
IGKC,,,,0.0011546554019550405,,,
EZR,,,,0.0009767393887852422,,,
TLR10,,,,0.0006515306145297099,,,
CRYAB,,,,0.0006315635705380433,0.004089237353746052,0.002373752693439253,
MME,,,,0.0006106038039195286,,,
AGMAT,,,,0.0004268608327324658,0.003358617813033083,,
TGM2,,,,0.000399158553289195,,,
IGHM,,,,0.0003794928687269089,,0.002045384664852651,
PCK2,,,,0.00021640590907365172,,,
HSPE1,,,,0.00021576157608930066,,,
SERPINA3,,,,0.00020632478836825918,,,
GATM,,,,0.00011675088857232605,0.0040296200385703754,0.0018697016798356792,
AHNAK,,,,0.00010634576531546073,,,
IGHA1,,,,8.173563340313801e-05,,,
GRAMD1A,,,,7.435070149441057e-05,,,
TYMP,,,,3.11148965525755e-05,0.0028363795437995358,0.0019451963819301836,
ADH1C,,,,,0.06367220051881083,,
ADH1B,,,,,0.05382775952489311,,
F9,,,,,0.03563051673325904,0.002072509350110895,
LDHB,,,,,0.03278064413087012,0.001840893058668339,
ACSF2,,,,,0.03190787830563084,,
MIF,,,,,0.02679108800130818,0.0012703522805763913,
ACLY,,,,,0.024478528003318394,0.001269693870995688,
ATP1B1,,,,,0.023840554603278746,,
ABAT,,,,,0.02370295893112979,,
IDH2,,,,,0.023538041068899337,0.001153878002220318,
NHERF1,,,,,0.017129761543478034,0.0012183831664381124,
TPM4,,,,,0.017124765308726406,0.0016979431659495026,
SLC4A1,,,,,0.016868693971963673,0.0014870593097937896,
SPTB,,,,,0.016863599415039135,,
PIGR,,,,,0.016648877338695,0.0018386915444407433,
PGAM1,,,,,0.01657322490157703,,
BLVRB,,,,,0.016527824409720053,0.001196846955144054,
ATP5F1A,,,,,0.016212416271111613,,
KRT7,,,,,0.015828352716181618,0.0011810187106652225,
SUCLG2,,,,,0.013444874118627893,,
ATP1A1,,,,,0.01327251758700535,,
BDH2,,,,,0.012802687701906316,0.0017179245130805908,
ECHS1,,,,,0.01260081195400186,0.0013549304067457313,
MT-CO2,,,,,0.009653143908852833,,
CALB1,,,,,0.007621249531909264,,
WFDC2,,,,,0.006530907526285604,0.0014898024905209842,
PEBP1,,,,,0.006530271213916441,0.0015845609776770325,
ACAT1,,,,,0.00540525681046262,,
LUM,,,,,0.005359426893332053,0.0020728329479027677,
TINAGL1,,,,,0.004388255644828799,0.0014567944821187598,
MVP,,,,,0.0031569603003559674,,
POSTN,,,,,0.0029361977531161838,0.002157902780483845,
S100A1,,,,,0.002796794084836429,,
GPI,,,,,0.0027365337190759743,0.0013408958591678262,
NPC2,,,,,0.002717039342003253,0.0014278769262640039,
ENO1,,,,,0.0025538873915020763,0.002973008375815878,
APOA2,,,,,0.0021709702813991066,,
HIBCH,,,,,0.0017854554560876477,,
AIFM1,,,,,0.0015111510721886297,,
KRT18,,,,,0.0009286275626609223,0.0024287555342138306,
MYH10,,,,,0.0007969090546485672,,
GM2A,,,,,0.0006489888475374544,,
APOA1,,,,,0.0003536232353290209,,
PFN1,,,,,0.00030633508052771766,,
BGN,,,,,,0.004418021423268467,
TAGLN,,,,,,0.0019068994177715932,
APOA4,,,,,,0.0018574812215534384,
IGHG2,,,,,,0.00171983260964364,
MFAP4,,,,,,0.0017071749356121165,
APOH,,,,,,0.0016445122345459093,
AMBP,,,,,,0.0015269005949292258,
THBS1,,,,,,0.0015192996089811095,
TKT,,,,,,0.001508390171795659,
FBLN1,,,,,,0.0013215470299018032,
SLPI,,,,,,0.0013115566402305098,
PPL,,,,,,0.0013107862188893725,
HSPA9,,,,,,0.0012664206716376525,
HSPG2,,,,,,0.0012619695717288556,
EHD2,,,,,,0.001170878120439313,
LAD1,,,,,,0.001164417505237276,
PTMA,,,,,,0.00116048982922666,
OGN,,,,,,0.0011574229699131723,
ADIRF,,,,,,0.0011567821128531965,
NID1,,,,,,0.0011449464862313607,
ITGAL,,,,,,,0.022916144
SCARB1,,,,,,,0.0060564396
